-324.1192,-111.8902,-241.6003,95.2740,-335.3655,315.6779,1.6671,-18.6819,-20.3120,38.3699,-243.6902,373.1363,282.4083,-385.6485,157.4520,274.6755,-112.0524,473.3545,24.5180,-195.4990,476.1384,361.5935,137.4856,252.2511,312.2266,329.5780,260.7666,-115.0906,425.1491,-266.6474,336.5237,-412.9428,-123.3834,211.2318,-79.2273,212.9237,-335.9983,55.9160,-471.9651,-234.1067,252.9776,181.9675,308.7081,-371.3191,-284.4141,-142.9933,-383.6800,-463.7003,-348.5988,-224.3039,-159.6942,296.5305,-85.2451,-80.9200,302.3834,108.0745,3.9432,-105.4146,281.1000,-123.0413,248.0566,15.5732,99.0789,326.7698,242.3757,-216.3492,-208.6937,2.1764,-298.2324,259.7674,431.4525,-204.1565,125.4821
-113.3587,13.2489,-34.6852,-57.7749,380.3354,-198.7732,292.9181,-21.7387,353.8857,294.6235,30.3410,-356.9084,-18.6209,-80.9423,33.8253,-469.8786,218.8620,267.8499,-233.5032,-218.6862,-126.9649,461.8769,-92.4023,196.7860,450.9891,277.5252,-450.8252,-258.3842,-354.3284,-284.1603,281.1680,314.0198,190.8098,356.6055,374.7431,257.8689,-241.1042,15.7969,365.7516,-376.3820,42.4685,-423.4990,-228.5587,311.7329,222.6518,-330.9096,467.1093,193.1253,-429.1635,434.3827,376.5089,92.0971,113.0115,404.6904,494.9088,343.2506,440.2442,255.1965,461.3327,298.3770,50.5472,-492.4131,-211.8911,62.9139,85.3398,13.9006,342.5044,-123.9329,360.3458,-455.2585,134.1129,14.2004,-324.3387
308.9905,254.9159,-384.8092,-30.3525,162.3705,63.2142,427.6265,43.3282,469.7776,349.5139,-215.9687,-377.3585,-17.6357,7.4360,-59.6003,-395.3456,-47.0802,-422.5171,271.8202,311.3599,130.0515,-347.7867,155.7477,-306.5419,200.9465,344.4451,-449.7214,-497.7256,-329.9260,-181.3857,-455.3469,453.6681,151.0860,-270.9708,-455.4298,464.0036,-98.4194,302.5633,226.7186,8.8153,-177.2770,-349.8078,-300.9877,400.1502,442.4535,-376.5213,100.2449,-458.9258,418.2494,-416.6306,-208.8753,362.6548,192.1221,203.1401,-455.3026,309.8466,-267.1748,-280.8069,386.4763,-51.8328,10.0243,425.6755,425.0794,-340.2557,-89.9968,238.0834,63.4173,357.2874,237.5961,57.5371,-150.7432,-263.2522,-465.1707
105.9856,-87.9142,-371.0457,473.6744,-66.2224,13.0262,-100.4036,-296.1725,-130.2516,-309.8461,-471.6271,144.6754,-471.6184,-270.0340,69.6563,131.9781,343.6974,160.9815,-41.3232,160.4683,-416.0609,465.4591,417.7127,-233.6934,-467.7145,-213.5462,-480.5823,-401.1492,59.0771,-28.8692,-158.8313,-1.6717,130.0980,97.7941,153.0553,144.0370,416.7307,-494.9893,482.2261,-245.3599,-293.6954,393.2356,424.4890,-179.5484,-383.8987,395.9053,337.5923,149.7699,-202.5312,-195.6674,176.2166,-21.5624,-166.5512,-95.9305,345.6452,94.7626,-196.8750,-404.9616,314.2586,282.1844,-426.1075,258.8123,393.4798,-259.4736,-60.9177,-351.9559,72.6165,-358.8023,-220.3077,-410.5417,324.3047,466.6631,217.4719
-59.8577,11.4948,389.8026,334.3414,188.0523,-399.8590,162.5840,-333.2414,-476.5412,-182.8036,-122.3900,338.4829,-320.9800,197.6303,-139.7941,402.5442,-63.0202,-129.0630,464.8047,-417.2584,11.3348,-236.2845,-187.8775,-181.8670,154.6681,-49.3194,5.6311,19.7990,427.2620,-220.4481,-393.9021,185.1885,111.5627,-201.8671,374.3297,448.8796,494.6203,491.1041,289.6787,-339.3537,203.0003,-466.6634,-453.7464,171.2316,387.5201,-253.7433,-377.0975,-129.5264,-115.9783,-445.7949,-23.4535,45.9427,266.7243,-447.2638,-30.3501,334.6773,-381.5782,-54.6486,344.2733,-496.4497,-347.6199,-297.2792,-26.5611,23.7687,-400.0291,-129.5065,238.0978,-405.7925,-384.6275,-421.8273,-188.5564,-196.2131,-284.2230
-139.9717,-392.7206,-145.1133,-342.9762,-337.5531,39.2026,151.4090,-36.5995,22.4074,-137.3118,62.4767,-381.3910,45.9273,422.9816,125.8265,-124.5662,37.0118,-335.7936,-187.4281,-241.8260,-311.2148,-363.0257,-276.6893,231.2156,-242.7784,-289.4139,-94.9294,455.1162,451.0565,223.5379,275.4306,84.5706,60.0264,45.7876,108.9730,91.7453,194.4910,288.7896,-271.5148,-20.6963,-353.5068,-342.5400,-141.0104,412.2994,-360.7888,449.4637,-419.5711,160.8449,430.3440,382.9117,-136.6042,431.8996,-189.6338,-259.5925,-154.7372,131.2464,416.5496,-95.1518,227.5656,-101.7092,484.7977,-279.0407,270.3672,465.3658,80.4955,218.7058,-42.6923,107.5219,-130.7864,372.7853,-488.6599,16.0943,-204.1624
-116.4500,381.0627,-281.2910,-236.7004,-379.0178,-235.1159,175.9624,140.0901,167.6364,-416.3718,170.1740,20.2120,-238.8940,-444.0977,-256.3520,425.6253,133.6265,-83.5742,-367.2804,107.4477,-231.6645,384.4982,-56.8724,173.8793,-305.2229,-206.9650,18.7398,263.2064,122.7365,319.4890,395.7214,46.0375,-200.3261,257.7302,130.8026,-61.4180,345.6826,203.0844,-237.3305,64.5830,-98.2098,-209.2144,-472.4689,419.5485,283.8685,-60.2073,-156.2384,-136.7146,-201.1335,78.2370,284.0730,149.2575,312.8528,353.2743,241.8065,286.5809,208.6980,-168.5523,-344.0672,-383.9668,250.5990,380.0359,305.4666,451.6063,-117.9390,193.3474,-97.0668,26.3584,-418.8482,-18.0592,387.4899,397.0754,290.5881
-361.1283,144.0765,483.6835,-228.6075,-110.8114,-169.9324,59.5446,66.7477,-463.4820,-78.9494,-33.0594,228.0258,-81.6934,223.8642,146.0894,169.1006,-156.2834,31.8705,-432.7711,480.4339,-110.3012,-217.8695,453.5472,423.5521,271.7517,-247.5269,-361.7656,-34.4329,478.0933,240.4049,324.2455,-293.0790,-181.0998,-297.8868,-429.4020,71.8893,-277.3648,-25.4648,-278.7826,402.5377,463.5286,124.7414,-494.7583,431.1429,377.2133,80.1260,-373.9877,-271.8863,363.3869,215.8654,389.1653,427.6247,474.6310,-11.5398,-477.0265,-184.7544,19.6544,-445.7726,-151.3142,222.6449,-54.7290,234.2091,394.8234,214.8125,-257.8019,289.6464,-14.5727,286.5189,294.9817,-338.3829,-270.2331,293.9148,-489.7027
-141.6077,210.6834,-128.6683,102.7785,416.7051,155.0330,280.9970,-177.3714,420.3302,-313.1076,297.7702,-336.6152,456.8490,101.9015,-472.7217,-193.0317,-299.5763,390.5152,-164.7191,-170.8497,337.8308,-410.2572,278.9088,382.7306,-59.4028,-13.8582,246.5937,88.8237,68.8137,-18.5761,216.1625,-411.7138,266.6762,-196.7343,207.6732,118.9190,-372.9300,-56.4425,332.9794,-308.3333,-467.3359,-410.8954,400.1130,78.4584,-225.4030,242.0258,-463.5418,-453.8905,255.9097,142.7141,29.5902,-483.5217,-408.0968,234.6090,-462.0725,-363.4395,209.9374,46.3713,327.7811,272.3431,328.9052,-217.7577,-24.5595,-12.6568,34.9677,448.1910,-462.1695,-249.4504,-397.6359,-0.4420,-391.0636,462.1512,-121.7394
476.3833,319.4960,-171.6528,411.4468,352.3488,195.7397,36.8306,-251.3506,-406.6425,162.1865,-160.3053,-404.5886,289.6474,-132.2842,389.5709,-327.6505,-202.1426,-125.6356,395.0005,-493.8549,47.9762,-252.6660,-352.4919,-14.3177,332.0476,-6.1818,31.1871,-407.8707,-450.7162,-66.9498,135.8223,303.0692,-220.8234,-114.1383,451.2943,195.3558,216.1669,378.0125,314.7968,370.5584,384.7608,6.5336,-485.9196,-115.6038,59.6372,-147.3777,463.4440,277.7272,-68.9158,-12.3016,-188.3953,459.6757,227.3888,-250.3785,-217.2168,-269.9834,-186.1836,-278.6275,440.3152,-242.0460,36.6168,115.0211,-259.8318,-79.3319,343.5883,-212.9218,-409.7045,-464.0042,-172.8643,-475.8157,-245.3524,-76.6025,215.4406
