46.4818,365.8835,494.3269,92.7211,-484.2362,-369.9515,-11.1419,97.3365,-134.3768,498.7784,-230.7094,-275.9467,120.3643,-403.0971,-186.1477,217.0503,-79.9312,367.0361,-123.5831,42.8833,439.1334,350.9305,-431.0699,194.6824,26.8209,283.1312,410.5140,479.8702,-40.5647,-310.1200,-216.3095,-209.1615,32.4283,295.0680,-263.8037,84.3042,248.1160,-286.7366,-332.9397,-131.9794,110.6905,403.0226,466.6835,-301.2350,-316.1267,137.3811,-325.2526,-193.4704,247.9224,483.7223,-199.7586,295.1269,-390.3150,-184.1348,155.0488,195.5848,417.0398,103.7131,393.5676,0.9617,-370.8054,323.7820,177.4542,-280.6816,463.8010,135.7950,458.7774,173.7189,-437.5395,377.0568,-430.3914,-189.8229,1.7609,-271.0086,-434.9185,357.5586,-254.8764,-377.0069,-214.2508,476.5599,366.9085
-243.7556,-256.1935,339.3150,354.3345,-226.7862,145.6626,-261.6750,215.6509,-436.0183,163.9725,230.5419,440.9091,-48.7175,261.1265,-167.1370,335.0864,-61.5554,246.7093,428.0027,344.8431,-369.2348,-293.4132,-30.7206,-232.4830,446.0862,-211.0435,262.2274,437.1042,-56.0922,132.5483,300.9659,-18.3857,383.5329,-497.9838,386.9935,2.7335,54.1560,159.8562,-497.0595,-165.4058,-360.5767,141.7467,-331.1997,218.5310,-465.6362,-122.1042,-54.5613,370.7011,-264.4399,223.4867,-334.6572,356.5508,87.0006,-275.8835,445.5233,-395.5189,234.1342,-148.3265,-7.7818,-297.0167,186.6018,-259.0530,-292.2303,245.7355,-265.7492,-73.2189,-172.5492,196.6817,101.7364,-496.0239,-417.9071,303.3295,156.6753,341.1097,345.6125,279.1572,-337.4640,202.5311,45.1009,171.1934,-38.2790
201.3514,-411.2792,249.9376,-172.6680,-36.2256,-251.3935,-155.1411,-137.6532,450.3843,-34.8727,-309.7308,-436.6361,-159.5306,-116.3509,460.1613,-485.2429,-408.4173,-410.2683,-213.9832,-248.9619,18.3716,-294.1348,339.5081,-192.9861,-407.7348,297.9397,-444.5493,119.3373,-25.0592,430.8622,-91.4979,496.6080,458.7873,-230.8859,189.6284,339.7794,44.8732,-97.6649,-343.9776,139.6110,427.8112,-130.0759,-212.5535,237.7408,388.8889,-150.8754,190.6507,-437.5234,40.6717,-423.4302,308.6272,442.8660,-311.5647,-140.3096,-162.0950,1.1679,-116.1082,18.5385,122.5675,239.9733,486.9538,-213.8888,-93.5876,292.9597,267.1895,411.4071,215.4262,-200.5774,-270.5001,331.9021,271.2082,-122.9069,-436.8244,-398.6817,-402.3957,-5.7555,121.6978,379.8932,254.1209,387.0386,481.4891
-429.5353,168.7932,-297.6230,192.8495,-91.5269,-236.7956,397.4547,402.7595,-26.1422,-9.9003,371.1170,145.4647,485.9325,219.7598,-453.6658,69.0173,252.9807,37.0479,84.5801,253.5448,-225.7219,323.8592,419.0076,19.7485,-77.2804,142.7306,301.4778,-244.1416,-177.1975,-122.6251,117.6448,-67.3452,345.6815,153.7890,-214.5148,-335.8773,-311.7351,182.3983,38.2290,-491.5587,-324.7845,42.8254,34.7090,156.1549,84.8726,455.5545,-230.7956,-177.6375,-8.9226,-194.8766,226.6550,-202.4372,-139.2614,-47.1392,297.8449,197.1198,78.3215,179.3482,441.0913,134.3077,322.0234,403.5663,326.0240,-190.9379,144.1004,5.4551,115.8278,-380.6736,-122.6876,-83.5299,12.0470,-351.5017,165.3309,-424.9529,-363.6445,55.2312,-58.3612,10.9350,-92.2953,67.1099,58.4130
-135.6993,-84.4186,-290.3207,304.5468,-219.7552,304.9670,-400.7567,196.9212,323.7664,-299.2881,70.0426,-112.1829,-96.0244,499.8495,-486.7317,-219.6926,-242.2710,148.2536,-407.8657,-65.0018,100.0904,-180.1510,465.6661,-128.3834,-329.2490,201.9563,13.1975,-139.9648,154.3937,65.1704,-24.4531,-342.0405,-133.8402,422.9633,-118.5148,47.6404,146.7406,-103.7924,139.4103,-399.0693,-116.7246,374.6283,-77.9384,-446.8463,-146.2765,176.1717,-253.7090,186.2905,73.0398,82.0491,473.3979,-169.2035,-465.7091,-327.8955,190.4700,173.8896,343.1255,75.0131,63.8967,400.4817,252.7336,-173.6827,332.1823,-366.1933,-260.6356,-473.8796,225.3916,-183.6289,5.2394,331.0474,-469.2150,8.5973,151.4185,436.3375,400.3022,353.9201,-246.4231,168.9696,-329.1569,-247.5367,-397.2346
-367.3692,-352.5509,-303.2977,122.2378,-286.2275,347.9083,442.0309,-391.8637,383.2242,317.4039,-161.0878,-16.0893,306.7257,251.8624,353.8927,-155.0140,293.9155,249.1779,-203.0529,-296.9793,-264.1640,-213.1114,-8.6406,130.0846,469.8890,-197.5375,-167.6786,331.7705,-121.8531,489.3487,318.1385,-55.7450,291.4466,-132.5855,415.1205,-398.9474,-320.2226,-211.9942,32.7005,167.9299,50.6780,-94.2185,-49.1569,-305.1474,-333.0850,291.9213,426.4760,430.0442,-411.8719,-68.7768,218.6343,-318.1089,31.7503,436.0481,293.6913,-9.8105,313.8431,-186.3266,249.0186,-23.2001,-255.5844,-114.4574,-258.9328,212.5200,-320.7960,-71.7694,228.1275,-379.3777,43.1190,86.0146,203.3819,-111.2795,438.6862,-496.6468,-310.9973,475.1211,-384.5345,-64.7155,-480.5039,268.5111,426.0313
269.1384,201.8722,-62.5383,22.8928,-462.4563,-20.3988,-250.8598,-475.8168,262.6180,237.3750,-421.1678,-447.6250,50.7054,3.7937,-330.7522,-82.0433,461.4577,-425.8898,259.5400,442.5067,96.8910,106.0737,272.3162,327.1776,225.6584,486.8610,256.8313,491.7252,249.4590,46.4363,483.9653,-299.0712,454.0003,-74.7541,410.8858,392.5647,-280.8145,-326.8251,-284.9990,-456.2675,-234.3905,260.7389,147.7950,101.5303,219.6386,-483.1032,-244.9948,345.8291,-182.2321,472.0064,-227.6512,433.2083,42.8302,-102.0751,-172.6617,-185.1805,187.7835,-296.7502,-115.0581,-288.7362,-343.9198,417.6998,234.4879,386.1940,451.9570,435.9646,306.1139,-229.9175,-221.8702,-183.8081,76.2611,-5.2033,133.9375,106.6183,158.9011,177.3758,-121.6963,-66.9094,186.1180,89.8738,-372.6140
173.5626,446.8805,-400.0139,269.8219,-359.4168,-332.4577,118.4936,-461.8393,343.3315,35.8658,-452.0019,446.8005,307.9571,296.8377,169.3807,36.2186,-224.5123,-329.7462,264.6863,48.1398,-283.6285,359.2094,-266.0034,-462.4801,20.8114,8.3627,442.9960,408.2490,174.6802,114.1765,-255.8145,-318.7507,-255.8950,-379.1948,337.8814,-5.1853,344.1837,-182.8458,302.5512,331.5093,217.1256,-457.5585,203.6178,334.0950,279.4527,329.7921,256.7421,494.5451,-189.0145,171.6548,59.1224,-271.0438,-317.5706,292.0664,-169.6903,114.7451,-152.6806,345.4730,-174.1563,208.6262,189.5883,459.3813,-29.6911,-336.4158,-225.7504,-309.1712,-55.8807,-212.1510,67.0291,41.6322,212.2135,52.1471,197.4403,195.6438,-190.9607,415.4762,397.7585,-227.0961,-188.3570,470.6670,35.5171
441.8668,-347.2247,-138.6948,393.5378,272.6476,-432.9337,-442.5276,-367.8578,83.7582,-415.0883,-345.2442,-343.2136,-200.7101,-207.2189,-190.3731,-184.5003,-300.3864,222.3513,-410.9040,280.1769,220.7111,-421.5828,-303.4281,-176.5220,217.7070,25.0238,51.9638,162.2291,-472.5930,-202.0595,483.2708,-181.3556,-190.5407,140.0793,331.3125,110.5276,-372.3641,9.2087,291.5538,149.1632,-332.7366,-245.5450,370.0161,-438.5879,49.4833,-93.2391,-282.7025,-187.6468,-380.0559,118.8752,-241.1241,-218.6702,475.9346,360.8661,-363.8551,413.5056,13.7310,115.9212,-137.2085,-89.1192,-469.1236,262.4144,-160.5481,339.4771,-24.2947,-304.9337,-157.1982,54.2727,-404.9547,66.1797,248.2818,373.7832,230.1428,150.5772,-65.0156,12.1142,-438.0702,-57.8258,-343.9997,335.8858,-166.4608
169.3630,-308.4653,-188.2757,67.1286,346.1737,-216.7731,-329.2672,282.0747,-467.7689,-31.1817,-181.0296,-128.5043,307.6823,284.7974,467.9946,-431.9487,420.5111,44.2826,-117.5592,155.7296,292.6581,95.4634,-342.5738,-289.7253,219.6697,222.3370,-113.1982,334.8552,-202.8036,63.5833,-441.2467,-486.3291,105.0915,-170.2815,-126.5521,371.9619,466.8871,165.0014,-37.5936,-38.1752,493.4025,-162.2532,409.5995,-401.4387,18.4614,-203.5971,-201.8001,-400.4676,93.9718,160.7810,272.6900,382.3388,409.7381,84.4117,50.7195,-308.1762,-276.8136,61.5543,120.3356,-23.4656,155.2130,-58.8277,-475.0925,-32.1643,-6.4094,200.6185,-4.4997,220.3964,338.2916,-111.9898,-65.0165,-202.3363,-397.2415,-310.9599,26.5898,96.1403,368.8475,-46.8691,361.6682,458.1173,-168.7328
