412.4288,-237.9917,147.9871,-395.3502,-476.1492,463.4884,-302.4091,449.9497,366.8600,445.6642,-20.7736,-104.6985,428.1098,192.7975,-400.6551,-377.0265,417.4833,484.6862,-386.1229,22.2930,145.4333,-194.4471,14.1615,208.1000,246.7672,23.3489,264.2068,-28.0098,-7.8759,105.9137,115.7075,156.1522,-179.3786,-339.8866,211.2219,91.6953,-316.9843,71.3147,-99.7166,246.8224,98.1753,-132.6782,23.7908,228.2566,133.7307,29.6433,251.1070,-158.9328,-485.3284,83.1133,91.9583,301.8940,325.7580,-388.6616,79.9425,149.2719,248.3721,-205.7104,-410.7983,-117.7448,462.4060,382.8753,-370.3933,-2.9841,-338.1358,2.0772,-325.6373,108.0584,-186.4926,301.9022,191.1735,489.3836,-56.6982,181.8070,-109.7205,65.6355,92.5426,299.4640
309.5329,484.4350,-440.6438,-151.1600,34.9285,373.0188,-420.4318,-480.0154,186.1562,68.6075,-35.0792,-329.1471,424.4400,262.0266,-76.1423,-210.6899,37.3133,416.3542,-131.1269,83.7497,417.9460,-263.6838,-237.1072,130.6916,168.0782,417.9612,465.9917,-320.1204,31.3234,-61.2479,-72.4024,-294.2537,494.7248,409.7853,141.6690,139.3534,125.5200,-55.6635,-404.7097,283.5962,-252.4884,-329.5954,214.8775,376.3304,214.5909,-54.3530,67.7720,412.4050,-230.5739,57.4155,-460.3851,-377.2456,77.2599,87.0107,-84.0563,465.3841,486.3696,108.7440,-261.3470,271.1790,-170.3227,354.2741,-44.6385,-229.6740,-131.4624,-225.5192,-353.2865,209.4341,230.5337,-338.0556,-183.0502,-180.8815,192.7694,193.4888,-418.0708,-340.3703,85.8054,-157.8368
260.6579,177.4083,-241.0295,-90.0770,-352.7990,399.3203,-138.7133,113.4602,299.7430,382.1131,359.8274,-230.8243,-258.6957,4.2213,209.8661,426.8825,276.8914,64.2917,-248.8119,-387.0309,459.3541,-144.2202,332.4055,34.7065,-386.1261,196.4224,-294.8428,401.6229,78.0012,-414.7628,191.3465,-132.4567,-398.4707,-73.9989,-122.8212,-44.6040,-116.0041,247.6829,497.4036,104.1884,356.2369,303.6333,200.5264,366.4186,-478.1717,176.1686,227.2466,-5.5723,-400.4955,385.8121,-2.6861,-5.4609,348.9271,321.8178,-467.6068,423.8095,156.7821,187.6923,-378.2893,-156.4153,-133.2453,-92.9180,148.2167,431.0644,33.5071,-29.2221,74.5484,-133.5700,17.6862,-369.3142,325.3798,414.0927,147.8840,-371.8654,395.5479,-475.3125,200.8246,-262.9080
13.8987,-229.2869,-228.9908,-80.3982,201.3750,-342.7600,-319.8862,-496.8953,-199.8565,488.2536,219.2627,-247.8635,175.3261,104.7859,2.3383,91.0646,-400.9686,470.6982,-128.1414,1.5088,-208.7101,-233.5746,-401.0220,-118.3920,321.8314,342.2520,-494.4214,-178.0907,-403.5431,-241.8257,35.4067,-259.6760,420.6795,311.9412,154.8724,-9.7451,193.1275,101.8265,4.8916,-153.2749,151.3264,-323.5740,-462.7300,283.4648,-304.7541,309.3131,239.5298,-306.5942,-233.7427,82.6574,242.5262,-251.1113,-53.1384,300.6622,264.2061,104.1884,-361.4560,355.2850,-213.7011,420.0545,-196.2811,314.4558,-158.0188,467.3750,200.0726,-52.4936,-171.1352,-233.6117,290.7904,147.8443,427.4996,-480.0883,-212.0883,7.8875,-125.8055,499.0144,108.7300,63.3798
267.8351,317.1632,-67.1867,427.6163,-28.4180,-149.3046,-32.8994,337.4679,-152.1087,-257.7088,133.1711,-4.7462,146.5257,-258.0778,-295.5755,-342.2757,-249.5056,20.9941,392.8010,-164.1867,75.7342,236.7705,262.7640,317.2354,-223.7942,337.9774,-393.3125,-454.6871,5.0904,459.8201,210.9376,22.3021,-113.6348,-274.9860,-274.6258,-239.8453,276.5141,473.6906,-48.5769,-134.2629,-189.4813,-278.1521,291.9370,-126.2806,-413.8298,-25.5297,-228.0874,292.1834,-195.6695,-411.2847,262.5462,-255.1843,367.8085,-158.0315,-62.9179,-474.7581,-68.5521,-408.5728,473.5421,-381.0240,95.8237,389.8540,-267.0086,460.7701,-346.6064,-229.1032,33.2933,-1.2322,332.7073,194.8637,-397.2456,200.4102,-427.8818,393.3249,260.9623,432.0734,-107.9264,-470.9078
-108.5560,-58.3044,-55.1991,-489.8543,-22.6456,132.7965,122.6320,-209.3835,-22.7377,-194.6957,427.7510,455.5246,440.6404,180.1874,-471.7969,-461.4861,-24.2641,-401.0071,216.6654,-391.3563,-148.0422,-399.3823,-398.8419,419.1805,282.0104,417.9221,-483.0173,-160.4797,-28.6990,131.0030,-353.7770,471.6491,83.8869,490.1216,253.0377,-28.5630,-464.0079,388.7343,-459.6765,-403.4028,-136.0106,298.3280,-135.4906,-313.1402,-215.1343,358.1067,-187.3823,-177.5897,-187.5854,-96.8288,-327.3011,185.7258,-419.6000,128.0629,-55.1385,278.4547,-449.4993,39.5666,-119.1208,-308.8082,-55.0697,259.6101,-228.0198,456.6315,-380.1647,426.8580,-250.5180,-229.1491,-454.1475,251.3712,461.6669,196.7171,-378.1809,242.2278,244.1182,-491.7976,180.2045,30.3786
475.1500,86.4074,294.0795,-146.3169,146.0656,147.4912,116.7127,244.2925,-407.9463,180.0480,426.0438,435.2668,-66.9517,380.2148,-285.2549,-219.9639,38.2436,124.9681,-448.4119,-66.2099,396.7145,-235.2286,-19.0289,91.4738,-343.6288,257.2143,336.6248,-173.8459,-215.3403,362.9220,-439.2999,-42.0664,244.6621,172.6384,360.7143,-184.0048,377.8629,-332.4334,104.4762,272.8958,-53.0320,179.7444,236.0092,64.1604,232.2429,196.4864,231.6202,236.2644,-213.5804,394.1807,-46.1521,-211.8349,-59.2919,123.5104,-246.9012,-300.0043,-369.4769,142.3365,-173.8831,-248.3010,304.3565,-64.2123,-195.9936,-262.4292,420.7905,78.1446,54.8812,305.3766,25.4244,-26.8764,-116.8818,-355.1195,339.3656,420.8840,256.8958,-110.9796,37.6194,-441.2491
29.8710,-240.1365,175.1157,-489.0315,389.9536,259.6732,241.6431,198.2929,395.1697,-244.2002,231.3286,-405.1610,-149.8856,366.5878,155.2402,439.0097,85.7712,254.0913,-476.5930,-439.2485,-104.3582,-175.1155,381.4484,212.4232,225.6721,194.7891,-315.3087,-51.7311,68.0830,-129.1987,137.8955,-471.0979,134.0190,-327.4087,-151.7284,-82.5646,-231.9125,75.7767,-201.0594,-245.0609,19.5324,475.0618,-480.3227,257.1442,483.3011,491.5202,206.2460,228.5515,-414.4291,-37.2752,238.5724,158.0889,-414.6854,-136.8291,-359.8219,386.5020,-136.8046,354.1208,-363.1774,-122.1557,377.6815,464.6313,-495.1347,455.3238,-346.5492,243.8075,-271.0808,-51.7789,-100.5723,-320.4573,-470.0169,336.4090,-194.7759,-305.6395,333.3078,-437.1286,-340.5499,493.0231
-25.6954,400.4703,414.2333,38.5768,392.4347,260.7691,144.9790,489.8065,-459.4049,61.2576,-315.2105,-496.3645,379.9412,-100.3183,282.4991,489.6414,204.4872,494.1483,494.2206,335.1326,-149.0687,-207.9915,-21.6834,-231.7344,478.5903,-29.6243,129.6916,-329.8391,-276.2760,-174.8014,381.8834,-0.8237,-70.8176,405.1408,154.8037,-249.7878,-61.4776,-126.0257,-179.9187,-295.1658,-87.6237,355.6345,-383.6079,414.6482,-47.9308,-17.0945,276.5940,50.1557,442.2588,302.5283,-204.9575,-336.9501,-111.1154,123.6119,-21.6696,-111.0552,-20.0627,204.8654,250.7914,-207.4499,37.0125,-302.4013,160.5774,-210.0317,-218.7298,-161.1626,-275.1124,-31.2660,241.9047,-417.6001,111.6724,-34.1623,-187.0417,241.8003,272.7829,136.3267,-36.8167,80.0352
36.5745,262.2855,-1.2239,60.3778,17.0606,-374.7375,194.5707,151.7806,363.4016,86.6672,-352.8873,76.2682,-222.4533,-421.7484,-250.4346,438.8627,47.2798,43.0054,-58.3453,317.0224,348.8267,-404.7249,295.9351,-56.7316,-216.8743,-325.6886,-58.2192,389.8672,11.2729,-453.3027,66.5414,270.8471,99.3192,-285.8577,-71.7412,-291.5381,361.2933,-209.4934,-389.6797,-253.5601,-41.0102,394.5032,-269.6265,-472.4039,337.8234,-437.9438,-95.7118,-118.4702,382.0638,-196.6126,386.3296,-388.1518,154.0598,-152.0403,97.7335,459.0056,-72.7827,-159.7714,-139.3724,59.0620,201.6521,94.9853,-305.9407,-304.1655,32.5356,475.2372,285.1501,-253.8811,-314.2886,-244.8803,-404.3570,-29.4905,401.8137,276.6809,-415.3148,459.2269,103.3177,-1.8091
