38.1644,-156.7291,-130.9328,-125.5032,487.4450,132.7563,174.3239,-170.0365,179.9177,-377.0276,-448.2708,350.1913,-491.1042,478.7676,327.0030,285.2110,-451.9165,-292.5607,349.8656,-67.5052,127.4679,-377.7176,-313.6637,-2.7321,259.4666
39.8572,-393.1199,366.1861,-360.3411,-60.3422,86.8495,-180.8505,-81.9458,386.9645,-45.8643,39.2471,470.4892,-224.0169,394.7902,-138.1445,-187.9590,381.2892,-434.5033,366.6551,327.7676,394.7148,-440.2427,-261.1944,275.1536,-63.1499
-494.6868,192.6196,299.7697,473.6249,-349.3359,-248.0450,341.3606,-408.1909,-225.7294,-48.2373,-81.6572,42.7339,368.6843,131.2634,154.0001,92.2216,-289.1714,-50.3409,487.5384,409.2304,267.4444,33.6817,368.8658,130.8825,-102.4307
26.3197,-301.4165,72.8201,-186.3755,281.3993,327.5204,493.7963,334.9731,-440.7366,224.3257,308.1795,372.2422,-8.3278,-24.0884,30.8136,-345.0667,456.9554,487.0043,-237.0169,457.3361,-291.7819,-415.2563,232.2298,316.4061,-300.2715
453.7573,-100.2673,-314.1319,-199.4255,-387.1889,271.8209,-214.6872,193.2961,-39.0959,-375.0270,87.2454,467.1754,-315.1295,462.5746,-381.9296,76.4275,-326.4227,495.9722,49.7893,371.7219,207.5035,-51.4379,-240.3876,372.1045,385.2744
284.0334,306.8666,-458.2630,-280.9772,54.5383,-421.4381,90.2483,447.2551,-146.2080,190.3759,-298.1035,296.4719,396.4420,315.2347,-59.2556,-151.7546,-416.2524,347.9814,403.8203,58.4815,264.1264,-272.1093,255.9518,-250.2347,229.0647
-488.0282,-115.3028,-261.8091,-459.5790,-240.5147,418.5539,-197.4607,-383.5723,166.8050,272.2750,-155.2089,423.2259,197.1294,37.5460,396.5938,308.9913,104.2568,-248.7175,22.4988,120.5714,396.8787,438.8793,-438.5997,26.7373,437.1954
-68.9803,253.7953,-270.2469,371.1518,-325.6291,-238.1156,-254.1827,-357.9020,169.4432,342.7602,-342.4387,-300.7988,-102.6147,-199.1170,137.9745,-382.9410,82.6240,3.6708,-382.5477,-51.8667,-125.2243,-432.5378,-174.1205,142.6972,375.2967
452.6273,236.5747,-91.8309,-351.1637,183.1190,73.1016,361.1734,-243.8726,156.8970,-406.5122,-190.4506,-68.8645,305.3555,-152.2932,118.8898,486.0262,446.2743,-22.3879,-290.6974,115.4878,293.5342,93.8747,247.6927,-286.6745,-214.1924
-343.7960,-442.4299,-39.5096,273.1754,-125.5923,453.1409,-148.6071,-119.2570,352.3613,160.2799,34.3524,-263.8855,-412.4316,-336.2425,-334.6217,-81.0984,-169.2877,47.1455,-240.1612,182.7499,446.1333,317.8145,76.5167,-241.3524,290.9867
336.1825,-405.8675,346.4291,420.2049,-297.5777,-316.5282,226.3612,-19.5869,-426.0384,113.3902,329.1937,229.1948,-449.1128,-457.3253,17.9757,157.7220,420.6438,211.0369,177.9976,375.2200,-93.1819,-328.0618,-385.0123,-142.8942,364.4310
48.9769,-456.4431,407.0890,323.7224,-444.1892,285.9738,-317.5558,-449.7226,-104.3956,205.5540,-230.9860,-68.1496,339.2449,-378.5416,140.4453,-184.9869,-438.4860,263.5605,174.3645,-38.8659,-33.0326,-111.6235,179.9545,-490.5966,-391.3357
-414.9309,-391.5849,53.8221,-83.1162,156.8363,22.3884,282.7312,202.7411,-465.1037,-412.6445,164.8731,352.8590,325.2274,-408.5671,101.0259,-350.0258,-199.0421,350.7951,121.6773,337.5192,104.8322,403.3694,-225.9858,-20.5768,435.0723
264.0676,-449.3868,-289.5365,-128.6127,138.1795,-209.7742,338.9960,308.2337,-82.1871,-247.5609,-263.4548,-273.5177,-2.1999,43.5925,392.7594,-2.2007,62.6124,-271.4922,482.1238,-23.4631,-348.6818,-209.9224,231.1468,-230.7005,492.8168
60.1583,292.0274,100.5786,186.1765,-105.2441,309.3529,306.4917,304.8485,128.6153,296.0869,300.7570,-267.2624,-453.1402,420.8157,-109.9996,-423.3795,369.9299,342.1362,112.7856,-396.2904,369.0140,-13.3321,-411.7384,-323.5406,-358.7887
368.5936,387.3626,431.3174,-176.5923,84.2370,115.7025,-139.1959,-482.9970,-439.3674,-419.5381,-48.8452,-86.9251,-472.5299,-439.1506,-118.1221,146.3137,2.8329,254.3559,57.9570,-411.9336,-393.2680,-142.7947,103.9785,365.7507,378.4903
460.3262,360.5094,-96.3526,59.5787,-439.4941,440.8894,88.1188,-456.4323,386.9373,217.5416,485.1518,-401.7651,-75.8116,-392.6301,440.7274,-349.4252,218.1863,176.9082,102.1954,-23.7401,-70.4436,296.3538,103.2872,-160.5055,231.2556
169.9800,-60.2576,202.0317,-334.4681,-72.2152,281.5440,288.6512,252.7630,498.1915,-109.7336,413.9461,276.1469,261.5421,-177.9077,-408.7399,269.3300,-437.3592,159.4665,-484.4185,-314.6891,-56.2577,334.5964,-200.1349,422.2841,441.7218
250.9340,-152.6341,-46.3513,470.0818,67.3691,94.5752,65.0948,-342.3488,491.5670,92.2197,178.7801,312.3052,-6.2564,-252.0014,436.7297,-322.7721,-131.2237,203.2966,-57.3679,94.7021,-277.7913,346.6759,363.5382,-60.5037,416.4191
368.8283,147.8265,-272.0527,-468.8143,431.7240,427.4450,113.7505,38.0380,233.8108,-104.4433,-180.4016,-152.5057,-152.7177,41.1654,-486.3649,-275.3444,61.9848,385.3697,24.4040,-219.3856,442.9017,355.0829,-231.3024,492.7623,195.3639
-240.7941,110.2593,-172.8496,423.9423,114.2681,-449.1676,15.5355,45.6420,319.5797,443.4111,179.4338,80.1228,31.5964,-327.7523,237.5826,0.8957,-102.7438,250.3345,-142.7597,204.1159,-173.6212,-310.0749,58.9050,416.5115,-310.9766
-349.8203,-180.8446,359.5520,-41.9037,-122.8420,-131.0088,-171.5105,46.9858,-92.0644,-351.7265,236.3481,-346.6367,45.6405,-14.4172,-484.2125,-254.9665,301.5229,337.7475,362.3647,-359.7481,245.5748,-149.1859,-273.6444,-307.2559,380.1607
480.0889,52.3882,441.9954,-362.4861,-494.8268,-37.3288,391.8109,11.8412,-240.6716,420.3244,143.9987,-153.4503,79.3089,149.4392,-421.7077,50.6164,104.2521,-416.0004,-320.4456,-466.5956,-278.3179,-468.1042,86.8941,316.0947,-391.9781
375.6755,-259.6006,-499.4192,-81.6041,-199.1804,-144.2154,-181.7843,280.4222,-129.2894,338.7664,175.5168,182.1922,269.3038,-326.3910,425.8880,71.4133,-481.3285,-301.3241,408.8270,136.1125,-496.3659,-398.3817,460.0594,-284.6155,-52.3563
61.6281,-489.4138,-78.8520,77.0245,-461.2016,-9.3651,274.7940,157.9372,-290.3652,-55.6282,-316.4157,-96.8137,-150.4386,-68.8921,225.3693,-314.4580,433.6728,268.2253,452.9032,-138.8119,125.3144,168.6669,463.0254,193.7747,12.8369
-347.9782,285.7942,418.7729,147.8830,31.0520,-484.6778,492.2780,341.7744,132.0585,5.3205,210.9523,357.9047,-150.4285,-346.6955,-139.7266,-371.3364,-38.9719,251.6227,-118.9954,-34.8921,-321.4230,470.0727,-310.0184,399.6123,-241.5065
394.3863,-344.4321,111.9157,83.3074,-344.2505,101.4752,31.6335,387.8198,-409.8475,-9.6549,-476.2467,333.4955,-441.1848,356.2645,226.2831,433.0674,45.4574,-393.8682,230.1868,-458.8601,-382.8117,-192.7164,37.6310,-401.5544,19.1207
-296.5327,-219.3756,431.6881,54.1385,495.2392,210.9378,-109.4885,333.0091,176.6950,-235.7470,-201.4186,-154.9352,-110.3693,423.3315,409.2482,-441.8319,-65.6015,-336.5430,314.1243,10.2149,-59.4194,252.8755,353.6937,-492.8453,-340.1491
-420.9487,443.4795,-147.0391,-174.0067,-189.8101,-332.5096,-306.8050,-134.0122,402.2619,-103.0032,-429.8520,-144.9084,-82.7256,294.3669,201.9090,39.8159,-189.7215,-388.2192,-309.0640,-145.1639,370.1448,-484.0281,-93.6385,158.0866,-402.5544
-9.7544,297.2629,60.0316,-154.1384,408.9473,12.2019,73.4832,-162.3863,275.9489,-155.2334,70.7655,-74.8528,-84.4758,-280.4631,-220.7240,21.3041,49.7394,-280.5851,154.4744,399.6913,136.4315,105.9600,325.0167,107.2135,-248.6481
-376.9615,-215.9287,-29.4802,-191.9047,-332.5647,436.2415,371.6119,-367.7638,-35.4406,493.1496,414.4661,-232.3319,-304.4483,-286.9600,-493.1736,313.8175,382.2092,-475.5818,403.6978,-208.7670,-148.5882,187.0290,-420.9987,292.0075,-318.3618
-427.6523,-158.2891,-288.4842,-133.1398,-432.4741,-93.8556,220.5196,-138.5194,-43.6416,-179.9033,-309.6368,350.4670,104.9894,221.0158,24.2088,114.6171,-89.1694,-5.6331,109.0026,-175.3920,-147.8313,-424.4345,290.7013,-364.8710,-16.6011
