-109.1159,-247.5169,-125.1134,343.0739,-227.8753,-460.2264,350.8226,-158.8904,-185.2290,56.3477,-225.0762,104.9680,-454.6748,326.1495,187.9390,-100.3862,158.2136,-203.8168,309.5156,-322.7209,-435.8140,135.7092,228.2058,-228.5161,-433.5142,175.4710,199.1965,327.1838,-352.1765,74.3503,191.4301,498.5276,388.4264,-113.3276,212.8834,-364.4375,-343.9040,41.7017,-450.9470,388.3963,-215.1279,-298.6249,-105.9442,-402.9956,-104.2729,-370.0687,-212.8068,-186.7285,267.8589,265.8308,104.5314,16.1492,-23.8122,52.8889,-369.1508,236.4452,-186.1541,-124.9363,-184.0160,18.9202,-282.8932,240.2084,-52.1345,-460.7254,-38.8635,229.2829,-377.9324,391.8215,375.6604,-163.5049,237.0134,440.0189,372.3520,-28.5111,-425.6947,296.0082,443.1307,498.7433,-349.7354,346.6495,-470.0313,-353.9488,58.4502,-186.3640,-205.7545,220.5693,64.1687,-121.0701,-190.4752,-469.3758,-451.1189,-87.8823,-155.7110,182.8916,33.1954,169.9666,471.1487,-452.5827,162.2809,11.5438,282.8289,152.4109,-80.0563,-57.5023,-413.4955,-433.2158,316.5300,-425.8930,369.2951,408.0235,-220.5978,-454.4290,456.4440,-239.9360,54.1251,-270.6699,-441.2596,287.8158,-450.9226,-268.2969,22.2757,-215.1918,183.1834,494.2559,24.9334,-52.2624
-465.2272,-26.2395,314.2676,-13.1775,139.6520,-114.9831,-114.9554,272.0439,463.9975,-52.9659,-374.0599,-50.2919,21.2613,-71.6555,-119.8528,231.8061,158.6118,-371.9686,359.8348,-461.2531,-455.6002,312.5429,409.3095,282.3190,317.2435,-53.3081,363.2789,39.9665,345.4379,-461.1116,281.7436,347.9633,-207.2095,-481.1094,303.1966,17.8908,-339.2019,30.5481,493.8316,140.5094,-302.7085,472.6340,172.1667,498.8035,72.9175,47.3153,-384.6619,405.2545,-75.0349,-18.8912,34.1928,-387.3543,-328.3083,373.7641,201.5703,378.4105,17.8725,-475.5610,-173.0732,490.9576,-427.3045,251.7707,-110.1249,78.6558,105.3272,222.0389,-31.2625,439.1180,-452.2360,156.6278,94.7193,-412.5482,153.3727,-283.4449,-326.9448,-195.3141,-422.5196,93.7381,340.9889,353.2237,137.1706,-282.3690,393.7135,-228.2738,-62.3185,71.8675,42.0777,458.3191,-391.4581,-114.2614,-457.4515,-341.5915,299.1393,-21.9768,-44.1200,167.5711,-385.7082,-272.3517,-142.7769,-366.4117,465.6361,-429.3003,282.1538,-164.9648,74.4257,-0.4041,-179.5440,339.8181,-124.9037,-448.5129,-83.1558,397.3036,263.9658,-229.6328,-336.1171,492.9372,-485.3847,-311.8064,-74.8096,-341.4348,-200.3943,124.4141,-114.3664,-54.7363,474.6966,457.2352
158.3776,-170.1553,-87.3999,-389.2099,251.2472,-437.1966,-33.0370,-452.9386,-142.2326,380.2354,36.6306,442.0591,300.8804,-292.6367,303.8852,216.7442,321.9457,32.8445,14.7467,-486.3276,281.0662,-108.7207,-5.5718,-246.1019,75.1419,148.3806,-449.9688,-388.5197,288.7547,119.6363,180.2564,237.9380,-421.1980,-59.2745,-198.4494,436.2037,-43.7345,-150.6467,-164.9768,391.0412,-5.1774,-60.6540,359.7439,258.4906,-470.8862,-245.2305,195.8314,-69.2687,217.7887,-495.2670,-419.2488,342.8981,60.0021,10.5126,274.1648,-356.3498,-23.9080,-184.6550,253.3624,-485.9929,-167.8291,46.7187,-187.5246,291.6062,120.1057,-213.1573,-269.8391,-4.5687,-365.4760,219.6629,-39.1525,112.9411,-391.4297,318.3590,-293.3796,-165.6103,-21.6738,-433.4253,249.7403,-274.3164,-368.4781,83.2530,173.3111,470.3642,-95.9071,362.0446,168.3326,185.1795,-106.3074,-9.5276,-255.2573,402.2058,-296.3399,-228.2802,299.2510,-43.4037,373.5459,267.1700,270.2996,-282.2555,-108.1671,339.8140,421.1141,-375.6279,-453.0694,-185.8682,-176.7099,116.6030,180.9388,-157.8642,-298.2685,-312.6526,-133.5470,-151.7835,356.4669,102.4179,117.3246,-462.1591,24.6543,317.4611,-54.7554,284.8490,-367.0218,74.9716,323.5741,-383.6723
299.8328,-194.7078,406.5417,176.1483,79.3701,-187.0860,97.0914,380.4997,460.5166,-193.1482,-70.4135,403.4081,28.6289,-444.2191,466.7056,159.5021,-306.8372,-487.9194,77.9035,391.3604,-478.5201,328.8476,175.8936,-226.5171,335.9038,373.7019,87.5203,446.4622,383.8480,457.4183,-372.5162,-474.3608,-390.7186,-172.5390,-418.1914,147.3157,-271.9784,71.5964,-157.9804,237.0688,-429.2451,457.0517,255.5557,72.9896,-267.2143,-428.0973,-497.2244,-20.0647,155.2165,196.0349,162.5429,64.4952,-280.1324,-431.6673,-186.3308,168.6337,319.5560,436.9339,-280.6646,-232.6903,91.5871,-29.6599,-144.3343,485.3124,-357.3448,381.3495,302.3287,250.8999,278.5745,-267.7826,147.2337,-236.7248,54.2373,279.6320,59.1591,411.9432,-165.1293,-75.9531,243.6877,-342.3929,-263.1452,-173.6878,-454.5631,20.2696,-274.8032,-312.8411,-489.7651,-318.5907,-126.9579,330.3306,439.2313,-258.4541,458.8301,239.2460,446.6480,440.8243,-489.3761,-148.1761,-443.8992,461.0510,-494.7513,57.4387,272.0337,208.0324,18.8563,465.2773,334.2089,-404.7917,304.2300,329.7689,187.9365,-377.5348,265.6401,255.8331,484.3803,-231.6294,9.8894,2.4290,-175.1328,-310.3062,-285.6101,399.6637,376.1180,358.3938,-96.9219,143.9913
-50.2903,-65.9835,492.4925,44.9009,-193.8992,340.7178,406.7284,-478.1945,264.3933,337.9695,49.9866,-377.0646,258.2725,386.4192,308.6482,-350.2420,171.8044,357.0090,89.0849,200.9375,-225.4947,499.2460,473.6665,-167.8774,288.7263,138.8820,418.8677,28.6776,22.4132,-129.3846,184.4134,-353.7523,-290.0742,-461.3767,476.8274,281.7529,146.0891,-379.4391,-48.6949,266.1701,-434.9486,-474.2993,-452.0823,-89.8756,174.6576,-381.6751,-488.8121,28.4121,23.3921,310.4172,275.7601,-205.3916,-434.2627,-173.9873,360.9480,-142.9635,-243.6123,26.0352,168.0010,-102.5829,220.8050,114.1485,-239.2275,151.4988,40.5256,-71.2366,-41.1244,221.9232,457.6497,19.9510,204.8042,352.0585,85.8748,218.3640,-376.0943,-484.6341,-408.0921,288.8621,462.5704,-69.4536,-495.3507,128.8136,-183.6677,-87.8986,-139.1150,-173.6936,-450.6950,411.2933,-327.9347,-205.7158,143.4024,471.3377,75.5719,-350.9188,-135.3411,357.2238,-397.8769,196.5601,474.5076,-229.1210,-414.1558,476.6900,445.7197,-391.7249,-327.5189,425.7076,151.0724,-54.3224,-106.9971,465.7043,474.3472,108.5573,375.3859,-293.9308,-371.0986,78.9330,360.4129,281.8616,-21.0270,-203.2408,281.5427,-161.7471,106.2903,226.5261,-212.6415,110.4575
-227.8445,-300.6071,33.8636,-184.4082,-480.8463,235.7238,6.9649,-102.3344,-93.9041,-404.4283,-82.4598,228.7319,72.6987,340.3494,-52.0558,181.8251,-265.9024,439.7679,-284.2319,-9.9488,357.0657,57.7683,39.8102,271.3294,275.2538,-9.6946,-149.4765,-77.9822,115.5665,-203.4293,248.8437,-326.8992,-15.8752,-444.3465,207.4976,298.9171,-147.6901,-205.1044,-375.8846,-235.5114,221.2989,454.1307,-464.6046,-132.6830,193.7156,96.2164,-444.7821,-163.0345,-139.7906,317.1274,100.0044,-292.5801,-448.2201,-344.6537,-91.6628,307.2708,312.0486,376.1292,328.2206,317.8870,33.0908,476.1507,268.1821,330.3800,-38.0850,-74.5609,258.2280,-470.2003,43.7547,165.2042,-142.1185,-213.3100,-339.0743,484.5237,384.3629,394.5049,232.7202,367.0661,-444.3001,58.0297,412.0018,347.0315,169.9526,-200.9125,459.6124,482.9961,-29.1431,-1.2203,-458.0083,-53.7236,-161.9790,170.9195,391.2011,217.8179,119.3541,-220.0936,-305.5665,411.6318,-291.9117,-211.7196,-208.9665,-213.9665,475.3677,-310.7367,-119.5628,337.8432,355.6486,-86.1190,-444.8798,-226.3725,252.3357,-399.3447,343.0705,418.7476,-125.6541,-127.6216,-134.5900,-163.6977,106.9740,-153.3363,97.6425,-281.7702,476.9283,405.8593,-472.3932,122.4984
290.7034,-213.4066,131.9373,479.8441,-242.7799,-39.3768,-418.7884,-251.2773,-460.2527,-479.2448,-9.0250,-66.3740,-379.4253,-354.8007,-125.5271,120.7075,-14.5581,392.4507,147.4810,157.3085,449.2413,384.3690,236.0922,-21.8586,-302.0558,296.7776,-7.5119,17.3059,316.9228,301.7359,-13.6898,-223.6419,482.5816,-276.9401,299.9183,392.3042,317.5714,-243.3482,-377.9522,-146.1257,-498.7349,15.4855,-387.9982,418.8337,331.6934,253.3777,461.7301,175.0412,-191.8310,-176.7945,-394.6484,296.3913,365.9053,-380.3011,-399.1357,3.5938,460.9773,-271.7502,-184.8954,-133.4695,426.7979,-206.5291,472.4728,-225.2031,-29.7740,-72.2508,488.1654,-290.9221,458.3460,244.9316,-328.2264,55.0022,-290.1806,-208.4523,272.1245,-432.5819,-81.2278,-251.2940,-431.7667,-246.2470,-253.0912,-240.9816,-78.9435,130.4596,341.0619,273.9850,320.1937,143.2847,405.2041,-348.8706,30.1092,38.1615,-425.1324,-52.1042,443.4594,-398.4926,-95.0901,-21.1337,-177.0236,292.5481,-179.6980,-202.3442,279.0212,-382.5594,-456.7934,488.0056,-228.7177,-448.3875,-251.7347,-466.4774,159.1662,-233.6444,471.3442,-400.2086,-123.3783,144.6897,-278.7158,42.9712,258.6824,-263.7686,-329.7656,-36.7801,473.8241,82.9634,-30.1729,-377.5627
310.0049,390.0035,150.5018,-353.3024,-337.4448,434.3029,134.0870,45.6869,74.1744,-114.1905,366.4412,169.3410,-223.0585,431.2593,-453.2479,-368.7740,-60.2778,-377.0992,-153.6605,-8.4699,-261.7670,317.8670,96.0117,60.1379,22.6355,-15.9289,-359.9448,-303.3891,116.3362,-411.6003,491.7562,302.1139,-32.2499,-299.2157,90.2915,494.6202,-100.5073,182.2935,161.4260,146.7455,237.6188,-263.0773,-133.4974,-30.9103,352.5999,-190.2847,-416.7266,-479.4782,-74.0200,-360.3681,23.8444,105.4677,255.3081,-75.4197,-361.7587,-317.1245,349.9959,462.7858,384.8378,-344.0698,-133.3710,-498.2661,-365.3047,-31.0437,-249.8161,123.8352,-329.8999,101.5718,270.0649,-77.9728,-135.5148,346.5234,360.7808,312.5746,-213.3219,-354.3020,-2.7507,133.2471,330.4796,-281.6079,78.3752,-262.1818,-340.7383,241.2433,-291.5750,236.0608,-363.8457,111.7391,-301.6726,98.5325,-490.1815,468.7197,-187.6456,-452.5933,-63.2555,62.7314,327.2152,-146.0777,-18.6932,-283.0260,351.7167,-219.8548,172.5610,218.9808,418.0900,146.3792,344.0106,273.4357,-105.5814,-243.8898,-55.9456,479.5296,-180.5255,-32.6568,-443.8134,-317.4965,-49.6423,-455.6481,-315.7963,-231.3169,-378.0780,-105.7531,113.6112,327.2979,406.9359,-19.6348
151.7814,325.9517,370.8192,-480.9932,-35.7820,411.1229,-226.8643,266.2049,28.1041,298.5964,491.4834,-484.5526,-292.1144,92.7077,-187.6041,367.3228,91.9700,89.2853,360.0668,-278.0074,-470.6830,222.1451,-385.3549,283.9481,119.5776,369.7272,335.2558,-123.0970,245.0225,145.3098,459.8223,49.3580,-85.2051,471.8959,7.3659,-46.4014,-31.6706,-122.2585,153.3141,214.2998,56.2686,422.1490,338.8931,-120.4810,292.8870,259.0760,27.6073,414.9564,-438.6511,-88.6462,426.6786,481.3016,-39.8739,-254.5026,214.7040,272.4098,105.3925,363.9119,3.5697,220.4118,132.5799,430.7839,315.1567,11.5219,12.0498,-336.7384,-375.5198,188.2516,160.0173,-245.3071,294.6293,307.6859,63.0621,-13.6185,-157.5379,201.3117,-455.5676,-362.9539,-15.9264,45.6120,86.7538,-224.5649,449.5988,427.7911,143.8133,170.9911,328.7931,103.5353,-49.9446,-117.4127,-69.1195,-47.7759,10.3223,-214.2956,-19.0831,-310.0090,-298.7903,279.0778,183.9806,6.9920,-445.4579,-172.4910,-377.0475,3.6206,-411.2763,-354.8528,168.6233,346.3743,291.0549,35.4757,-212.0378,466.6382,-439.2626,398.6260,271.1000,266.8056,309.7079,-71.0273,461.8539,379.2108,-223.3727,-88.0290,181.4385,163.0986,-151.6523,3.9025
-62.5538,-390.3345,-29.0496,70.8764,190.6682,-313.3883,261.2466,403.2623,-414.2620,192.0918,220.3392,13.4142,-13.4361,32.5017,-296.7472,-161.7560,-481.4178,326.3562,-100.4549,-341.9122,-153.6876,-40.6171,495.9311,483.8268,50.6320,21.5061,131.5975,-131.9253,-1.5835,491.7821,-439.9791,442.1414,-304.1008,167.9973,367.5606,-481.4844,458.4117,340.8162,-147.7848,-384.9244,104.6611,249.8319,143.8956,18.2505,-303.8843,-394.4302,349.2119,281.0342,-338.6896,-236.1928,288.6567,-236.9497,405.7533,-43.6199,4.7065,4.8448,263.6034,307.1691,175.6386,490.2817,-150.4397,-200.0155,-399.7506,264.0535,204.5423,387.9289,134.6862,-10.9282,-226.9263,-100.2945,48.9438,-133.5424,-342.5784,416.2624,-48.0209,-229.7042,-120.8178,309.6647,330.8155,-474.1824,-385.9451,455.4893,-445.2004,-131.9556,-40.5771,-28.2175,-187.3276,248.1482,323.3913,272.9790,-243.6693,251.4840,235.4349,-305.7314,431.9553,-305.5380,141.2765,-90.8032,-466.2310,-446.7757,-297.3004,80.9529,-155.6604,26.7066,-326.2386,497.6294,128.1599,98.9560,-315.8671,258.5079,135.9300,378.9033,142.3119,244.8373,26.3949,-265.9424,281.5204,147.0382,-155.8291,-470.6147,-182.6165,391.4260,57.1579,167.5123,-246.2025,337.5371
