-287.6906,-231.4108,-213.0252,-82.1221,-409.7167,-104.6998,111.6445,373.0402,-427.6645,176.1877,-271.1037,-148.7957,-326.4528,27.3175,77.1463,172.2859,462.7032,478.5838,-278.6511,-36.5432,-207.2253,-321.9750,-19.9753,-20.1432,-232.7668,-334.4436,-247.5208,250.2899,327.1122,-107.5335,121.7260,161.8888,-135.6641,-227.0927,-83.6450,-305.4570,-179.7789,192.0598,-177.1004,417.5249,-7.7220,94.2949,68.2749,79.2140,491.8355,147.6658,-71.1052,-9.5365,315.3116,299.7907,240.1285,-147.7560,256.1754
55.6389,-99.6241,-22.9297,194.5770,-36.4164,-173.3461,337.4989,176.2228,-493.6016,466.9965,175.6147,454.6045,113.1860,-106.6939,-380.8067,-139.7495,-393.3229,-81.9571,-57.7714,141.4249,221.4036,-462.2937,-268.0040,-11.6895,-94.2693,-444.6128,-202.4497,-290.6938,334.9642,455.1268,287.2152,-77.8260,99.4490,-356.6952,215.8464,286.7450,121.4326,468.9794,437.9436,333.3135,-368.5261,-379.6955,262.0378,-359.4601,393.5843,-30.1554,-173.6738,184.1557,-432.5825,-136.9162,-266.2243,-181.9858,-464.4844
-46.4726,-221.7535,-89.2016,-237.3374,-473.5903,302.2224,-80.2901,200.6545,284.0754,93.1883,-441.3461,324.5472,40.7543,-326.3098,290.2465,334.3607,258.7841,376.2921,254.5145,421.7181,-16.8914,-174.4758,-445.2310,-380.9548,167.9522,-360.4896,357.3274,-222.4352,253.5070,-40.7816,-163.0698,-278.1741,-453.9080,243.8881,475.4189,-416.9517,322.4541,194.5565,-476.6871,-304.2362,377.6936,-345.5658,337.9360,-327.7252,-224.4637,-171.1659,76.8157,-283.6627,-4.0957,-454.3077,33.4222,-272.7560,265.9984
64.2672,-95.1096,-194.9931,349.6468,-113.5887,14.9998,29.1158,-69.2055,236.9889,409.8811,-94.7480,149.2191,166.7752,-41.9562,-9.1034,-167.4570,-129.5154,426.2721,408.7811,348.6401,-292.6948,160.4613,446.6462,323.4476,257.5051,59.8346,68.3127,238.7187,-103.7542,-69.0571,466.4376,351.3991,285.5010,238.2886,180.0311,32.1059,-45.0897,-487.2388,206.2826,-146.1610,223.8332,-127.1927,-205.7782,322.7514,374.1975,475.0077,46.6813,196.8028,-225.8483,45.3639,71.5281,320.7740,408.0742
-243.3218,65.7461,-431.6021,51.6862,250.1269,-158.9224,-411.9359,479.3873,-391.8633,-152.6795,359.1805,-148.0009,-467.4874,434.0955,224.0595,62.7799,93.2388,-367.8926,278.1027,165.9943,-256.6223,-243.8786,9.7667,-280.5221,-424.6927,-78.7540,491.3762,289.2354,202.9883,441.1065,-387.7820,-256.7083,-427.3178,147.6943,414.9469,-479.1204,271.2305,-81.7678,-40.6482,329.6470,-188.0856,210.1524,119.6687,-123.1604,4.0984,265.1434,239.0113,256.1163,-23.5545,-154.0753,-379.1798,80.2927,325.0553
-183.5722,260.6899,-77.4551,-447.6115,92.3752,-332.1101,471.0266,239.9145,135.5957,-225.6130,279.0063,-450.6604,432.5296,360.1016,-470.3056,405.1492,-222.6838,57.9710,275.0326,-16.9462,308.1645,183.4972,-118.2631,-232.6852,-120.0849,57.1372,79.3185,-51.0272,-139.0808,-118.2852,-461.7199,-43.2656,135.1935,-3.8117,-87.2751,72.7036,260.8896,419.6092,215.6559,-179.7546,90.4800,-479.4761,16.6569,151.0757,-167.7761,-14.4879,223.9892,417.8134,-365.8335,307.9435,67.7630,-48.4176,-147.1038
30.0531,-15.6646,-282.4635,-496.9402,70.5110,-75.5376,473.1765,-161.7997,-22.7835,-368.6863,464.7319,269.9621,-266.0776,407.4979,468.5862,201.4209,326.4801,198.9652,199.4108,-34.0982,-222.3323,-71.8678,-71.7245,-451.2020,-222.0102,-364.8716,-82.5613,332.6472,72.3933,-380.0581,351.7420,-214.9708,451.9597,73.6289,-268.7681,-445.7243,-122.2699,498.8876,-201.3015,-348.5930,328.4936,480.0455,192.8024,386.2931,-487.3688,435.9018,121.1431,47.3873,-157.5145,149.8797,-187.3193,172.2655,-145.9036
-414.1189,-317.5649,271.5595,446.6033,-62.3657,361.0699,158.0184,-239.7144,477.3473,480.4085,140.9207,191.4121,477.6481,65.7625,108.5797,-347.6924,378.4793,292.1456,141.0368,447.5385,453.4793,-337.6477,-371.3917,-115.9149,-133.6994,-168.2734,66.3975,292.6660,286.8920,-487.9407,334.4174,-126.2902,-333.1309,-490.0160,-337.0167,-261.0462,-385.6999,-1.6617,-99.3430,282.6200,466.3123,418.1600,-466.6307,-318.7239,323.3366,18.5570,303.5029,465.5958,206.0486,-367.0143,158.1071,332.9307,-123.0037
70.9159,-436.7151,-248.4162,229.9945,340.8105,-40.5243,213.5765,-52.2295,-369.0550,-314.5874,115.7974,-210.5175,-460.3950,434.8263,-343.1530,397.9773,-139.7924,-208.9791,448.5420,-470.9276,446.9776,-38.6482,-318.0222,-207.0251,-167.4294,-432.4568,313.5356,-168.1081,-35.0961,175.2710,-379.3764,-233.0147,-487.4527,450.8372,-453.0481,-15.0968,92.3817,11.8537,302.3435,448.1671,113.7592,-155.3394,-403.2444,11.2207,466.4634,442.5354,379.1071,381.7324,291.7181,-363.7409,407.2725,8.2335,169.9866
69.9322,195.0039,-267.2170,369.4544,414.7291,15.9536,40.9765,157.4456,476.9842,-50.0813,-428.3965,194.9593,218.5936,275.6594,325.3503,11.6806,-101.4596,48.2051,-322.9634,391.4416,282.4570,-298.9040,-137.8456,-381.5366,209.8410,107.3952,19.6310,173.3103,492.6526,455.2856,355.6751,177.6690,-220.0643,225.7278,-382.8502,-31.9047,-126.8484,353.9523,-306.2208,410.5467,188.7193,-452.1902,-75.4217,-295.2234,366.1645,-41.2121,-486.2803,335.1074,299.6958,259.2257,201.4955,477.2479,-206.6356
-394.5487,214.3808,-258.4893,-18.6511,-426.3055,14.6418,-2.5887,-29.5399,494.3064,-223.8190,303.1253,-292.8771,-202.4907,98.0142,-202.9287,109.3857,397.5252,103.3544,-84.4943,-48.3894,484.3857,357.7308,-98.5133,-346.7297,-343.7539,-472.2294,-202.6656,389.9760,-357.2500,53.3910,296.1903,126.7994,-45.1153,496.7948,487.2404,-330.6306,-169.5801,460.3318,234.6445,363.5681,19.0548,200.1869,228.8337,-91.3245,258.9902,162.6084,338.3952,-362.4781,-414.0374,-432.9901,399.3770,-375.1023,424.6768
-379.1904,5.4959,-252.1188,-395.8103,-361.9634,208.6576,-310.7442,-358.1299,360.1259,-280.4260,373.5029,282.3710,-353.5209,-381.6188,101.5435,-310.4970,384.6380,241.3818,236.3512,-399.5317,-355.2625,-266.4785,273.7750,-467.6228,334.1633,-361.7268,-341.2243,328.8247,-496.9992,388.6811,303.2287,129.3287,389.1391,-34.7625,256.1160,493.7802,-245.5911,367.1789,155.9456,-276.0333,147.9143,43.3186,361.7787,-18.9569,174.0707,324.2525,-210.2522,-194.8123,-261.2695,-15.6643,-21.6867,467.0804,-168.4367
26.0590,-252.0961,-450.2943,-178.0493,113.9206,-156.8511,326.7201,316.9506,37.0642,289.3780,-468.5577,-144.9911,456.7665,278.1603,-324.3691,173.3852,494.7093,-251.1546,-182.3819,43.6298,-238.5241,339.8143,-336.7945,-431.1812,28.1384,450.1521,-355.1183,-101.9494,-192.0178,259.7409,-167.2117,-301.1382,75.8746,69.4616,141.1384,-381.2150,-467.3250,-246.1202,-211.7349,23.0148,6.3102,90.7931,-102.2210,-242.8477,-182.7008,-365.9889,1.7012,181.1228,83.4024,-252.4773,-253.2752,-43.0081,-267.0476
248.6202,250.6315,-400.4460,-215.3420,151.7219,210.6789,498.7605,201.6150,-477.2609,-414.9701,75.3246,-38.1353,266.4063,-271.3741,123.7386,-120.0614,-121.9428,-168.0430,177.8018,264.5324,-323.7131,-20.8111,429.0768,-119.9323,343.8621,-14.8703,-284.8389,-366.2551,-240.0578,57.4809,162.4907,240.6992,-123.9812,104.6791,-430.7138,359.2325,-5.1763,-116.6348,466.6206,-268.2329,-105.4413,-484.6440,-470.2991,-477.2025,48.6885,-26.7354,95.1652,86.9342,-375.3276,-289.6032,37.2057,302.5232,168.4074
277.4082,-360.2667,-93.5763,220.7183,479.0509,214.5489,-375.6457,-346.8590,-384.8506,-167.4634,271.7281,-297.2635,-206.4423,79.8965,10.3866,-428.3220,-360.8717,129.2667,-382.8025,284.1211,-239.7225,-29.1084,-420.6835,409.2876,247.8467,2.5908,-418.6901,481.1392,-201.1417,-268.0980,149.2809,36.5805,-94.2350,-22.7208,-199.3815,-463.3383,-311.4520,-126.6390,379.5978,-193.3147,29.1345,133.5016,-83.1532,120.0045,58.6466,-402.0067,221.2299,-324.4394,304.9925,-286.6090,-234.5672,-150.5044,-121.1009
47.3406,398.2309,163.5896,-4.8563,-22.6567,446.5523,-296.8606,148.8141,287.2572,-416.7414,-435.7161,-1.6929,-152.3167,-318.7427,-280.8264,291.4599,371.0901,54.9921,68.0418,470.2456,295.9256,127.5322,-419.7808,-394.6530,241.6326,-312.7931,283.2701,-95.8713,390.4390,49.2403,-468.5621,-182.9700,-59.4545,-103.6685,198.0822,498.5875,67.2728,460.3055,-245.8234,-35.0725,188.3522,-215.0234,-142.8142,-260.7505,310.3515,-28.8744,304.0864,45.2157,108.6179,50.6054,-268.2274,1.1306,151.7661
-36.7320,-195.6697,-414.1818,-252.8448,66.8753,62.6688,-263.2592,204.2703,215.4477,78.3538,-488.1301,-244.5171,-475.6469,-278.7094,160.0811,-240.4227,116.0003,-353.3552,-343.8680,-379.3077,451.7212,180.0306,-312.4019,-463.2638,349.3474,108.9356,471.7914,53.2112,-227.1203,-399.5336,422.2343,255.8372,305.4952,105.5878,314.2677,476.7542,340.6767,-397.3834,-290.0527,90.5754,-182.4435,-385.1864,-213.0269,153.8781,-381.8947,-155.3154,322.5747,344.3123,487.6552,-196.0466,-220.4926,-19.2273,3.1604
186.0220,189.0603,-220.2273,-132.8329,-88.7583,297.3833,129.9304,216.3564,-161.3011,-222.4594,420.6592,-353.9817,-405.6399,-92.9112,111.6777,208.2206,40.9853,135.1100,402.3605,219.6421,371.7507,326.4167,-239.5667,55.4496,70.8568,398.6578,-394.2272,168.6144,-415.6271,308.3029,27.7944,-440.9198,203.2931,479.0202,-33.1428,193.9315,-388.4164,-199.9297,359.6002,163.3337,294.2062,-451.0875,338.5868,233.9312,-116.8645,-172.4767,186.8990,308.3650,388.8476,151.2514,371.7641,-56.2716,-479.3811
