-22.1303,442.3962,-388.4710,365.3813,-328.9241,-7.9087,61.5757,428.9146,353.0943,-93.2978,-422.8142,128.6764,174.0793,50.4366,-399.9448,413.2381,37.8376,152.9955,460.2986,411.3736,38.7737,182.4290,488.4946,-245.3415,-12.0150,-491.6265,27.3683,-59.3819,-46.5848,-123.4324,-382.4932,-377.3537,492.4270,243.2331,61.7393,-266.1961,-306.8035,156.7480,229.5976,-382.7274,-244.2754,-78.4502,-135.9118,19.1863,-381.2564,-57.8185,141.1989,29.5692,-385.9026,-464.6068,483.0640,395.9249,-389.3433,87.8616,14.8403,-271.0659,-323.2126,115.0230,377.7196,416.7567,-4.9886,-362.5865,412.5082,460.1648,-25.7025,488.3726,-212.2935,-87.3977,123.1765,363.2153,430.0822,235.5984,-450.2608,58.1402,-59.0323,141.5554,-469.6673,-271.8665,-486.1959,-156.8022,-48.6965,-419.8573,258.6910,59.8439,-204.3216,262.3376,-278.6790,-0.2855,281.1243,207.7817,-16.7350,-229.2129,-45.4053,430.7811,-249.0318,-282.4976,-473.4938,118.9227,-60.1904,314.7146,218.5049,405.1059,-168.9867,286.5503,450.6890,106.3322,-229.7667,-322.3027,363.9343,-33.6582,-234.5093,71.4077,-323.6567,259.2438,430.1816,102.6612,-152.6036,-313.3260,-415.6148,-301.8509,310.9695,-354.1122,-479.2847,-399.9318,-133.5724,-408.2466,478.0771,414.2819,-175.1355,-414.0081,-426.5860,475.6694,-213.0759,436.8887,387.1945,-326.5539,254.3377,59.3654,109.6888,-237.0196,354.6226
-421.6724,-355.6270,227.9326,206.6495,330.2978,161.5760,341.8471,163.3970,217.1179,114.7354,-219.4399,-282.2705,393.7270,140.7742,213.1171,-392.9829,-80.8806,-264.8443,175.9385,-247.4332,88.9759,308.6449,-430.4586,330.7382,294.6468,429.1854,-41.0632,-341.1868,438.6260,-277.8887,137.5009,-219.0977,-376.0448,-467.1377,-24.8452,-487.3761,42.7816,-77.9853,-214.8383,186.8506,485.7027,-352.2819,-453.0758,-36.7608,353.6078,-113.8648,-393.5420,390.9618,-203.0166,3.2351,46.5807,-70.2804,383.2462,-83.1728,-290.7490,154.6094,305.9197,-453.8746,-65.7126,62.1860,223.9097,104.9377,462.7446,-397.1614,92.6888,435.4272,154.8009,143.2944,470.4712,-398.0432,-284.0372,423.3428,-174.2051,248.8855,-266.0417,-67.5969,194.0864,-289.6188,224.0624,177.9110,285.5325,14.7947,190.4531,-459.3406,-407.4816,33.7667,-237.4133,192.2081,-222.3079,-388.7742,456.2372,220.1099,457.7170,-304.5476,-395.1672,381.6556,-176.8177,-152.4415,334.0825,294.9171,-351.9673,205.4570,178.6461,-125.6426,-85.6281,-93.6472,244.2504,120.6562,-481.4435,226.5071,-155.1206,229.2779,-316.0593,89.5416,449.1065,445.9051,-31.1743,-296.5218,172.2664,-380.9848,-338.5581,268.9863,140.2804,96.0277,118.5429,-10.7065,-75.4753,313.8437,474.2714,214.1625,-120.5328,214.0875,145.8177,190.5649,-293.3525,18.7434,-392.6347,-202.6622,173.5891,38.6938,-78.1953
283.6490,4.4988,408.5251,37.2123,273.9974,-492.5069,-127.7674,496.3607,-353.5692,174.7867,-262.6001,-74.2319,-256.0701,-495.9179,-409.8708,-94.7072,-267.4593,200.7291,-54.0154,-291.0631,-457.3206,193.2456,-383.8205,211.8925,-42.8655,240.3799,-270.6121,-125.1694,-10.9554,-432.6906,-210.1730,-331.3652,-490.9578,289.2110,-466.7477,-214.0856,-354.0086,-339.5688,-60.7089,-51.0089,-471.0513,308.7736,-384.5928,-390.1380,-184.1562,-68.7351,-36.5387,-259.7763,-291.9054,-401.5200,-289.2253,470.2809,119.8607,-192.1141,451.7175,-434.3241,38.6992,-394.4356,-66.7487,177.7988,-139.9051,-229.3522,-264.8299,153.1692,-43.7223,61.5059,317.4113,149.1282,246.1080,15.3476,-332.1892,-27.4100,-87.6450,-298.3141,335.1209,-490.1385,10.4881,386.4052,-11.3731,104.0015,-167.3052,-326.0237,-420.2006,-76.0393,-76.3971,-192.7663,14.3914,-435.5808,358.1682,-271.4761,422.7581,320.2356,22.3034,3.0777,296.2943,-479.3144,-114.1908,332.9302,55.4832,420.9252,-77.8568,343.2374,343.3763,-58.3141,-376.6577,446.3885,369.5716,-309.2787,28.0477,-178.0482,373.3505,-40.7936,-263.3928,-9.9534,-122.7859,-3.3528,69.9207,2.3877,86.5574,460.6691,84.4909,496.6975,-73.6095,-32.5123,-50.4799,118.7657,-361.2825,102.0944,-276.8471,-327.3662,26.3078,255.3597,432.6126,-126.9053,-462.6091,-51.7051,-23.3331,49.9024,-324.5736,-5.5655,-4.9029
-175.7360,-77.7800,-35.5634,-382.0983,154.0127,-75.5580,-54.0799,367.2593,-465.3484,-17.4660,162.2697,395.7710,221.5253,95.2290,-369.0838,-374.7184,-7.9812,356.6523,-480.4255,410.2718,-427.6922,-152.7074,461.2555,-6.1093,-4.4853,105.9455,-321.3476,-285.6003,151.8856,-129.5132,-10.9284,-216.0151,366.2026,393.8115,-206.1909,-478.5122,-355.7700,125.3406,39.0335,-397.3745,224.9409,-288.1273,459.9008,-273.8214,-24.0085,256.3579,55.6902,291.5057,255.6793,-415.7613,-259.9241,10.7456,-430.8501,95.5629,-451.5260,369.9783,-476.9343,342.3391,-33.1230,359.8143,-496.4508,-27.2012,133.1029,-149.3255,-308.7702,169.0078,-420.2816,134.1261,171.1271,130.2212,-484.8284,-415.7993,10.0264,26.9348,368.4151,37.6766,-267.8773,-210.6263,-397.9159,-460.1410,171.3658,-141.8506,296.1292,-441.2150,-287.6251,-399.5561,-136.6521,-402.8997,493.2671,248.0569,238.5872,466.3547,196.6984,208.0640,-19.1739,210.0054,165.4980,-18.4526,375.4333,206.1333,204.8832,-396.0806,105.3801,-129.8522,89.2552,190.5345,-329.9665,-141.1624,-395.3672,481.5426,206.6115,-306.1065,-141.3443,-231.5337,359.5129,173.9827,-49.5354,-306.6717,-255.0165,451.8647,253.5071,-192.2675,283.1718,-454.4243,-200.4145,325.9997,-370.3488,207.0634,239.9688,136.9608,-70.2360,-190.5441,-298.8828,8.9211,-123.9799,368.0302,58.2550,469.4113,-10.1366,-225.2209,-428.1027
-397.4677,279.0383,-82.4595,-344.6249,-284.9412,-64.7116,402.3257,306.7837,131.8931,-199.6092,333.2144,136.1505,36.8394,314.8072,-174.9846,117.4556,290.2630,-347.4673,-262.1739,-343.4190,83.5015,44.8412,230.6177,200.0657,-53.5154,28.6574,-37.5195,95.7192,-333.4986,-328.4236,187.5824,-402.3915,-67.6333,466.6510,-175.1176,-327.2208,42.8057,-382.7419,-162.3425,65.0227,349.1429,-284.6267,-466.3741,83.3368,-44.4365,-329.7630,-460.7229,262.5564,67.7844,-15.9128,-482.1061,490.7989,203.4285,-248.6933,205.1152,-306.7594,66.2361,-31.2609,86.9785,-124.2339,-169.2474,401.2011,-328.7292,-160.8994,-191.7723,-426.0612,-109.7152,-242.0494,47.5605,-116.7908,477.0693,322.7171,-491.5398,299.2050,-186.3185,-266.0388,-459.8510,-491.4639,423.0079,361.0785,496.8281,92.0495,450.9366,-38.2656,-487.5937,-477.9483,348.0483,-359.8669,32.8185,356.1713,388.6022,-250.9513,402.3312,-214.1525,-118.4101,-168.3388,-240.5269,346.3937,-434.7015,312.1363,435.1321,229.2366,-342.1808,-166.7959,-269.2930,251.0762,-454.7858,30.0637,-353.1150,241.8689,-26.5299,28.5000,414.0185,110.5027,323.5351,-422.3599,-215.3741,121.4065,-168.5239,347.9820,-117.5439,101.7936,143.4653,-279.0664,-208.1041,397.0863,267.4982,71.2207,375.0517,211.8450,61.6273,155.8137,70.5903,190.9528,-92.1906,-173.4763,-133.1304,60.1350,-256.5249,251.3507,464.9698
-84.4078,-209.9776,6.2588,137.3691,-441.2074,-441.5545,-46.9392,164.2066,-328.7290,-402.8937,-74.9812,-121.5778,-229.2639,464.6024,-376.4398,83.9326,159.8383,112.6657,358.4207,-162.4420,222.1207,21.4403,425.8919,78.7616,-207.9330,149.1951,-327.8974,347.3628,180.9814,-198.0518,-294.4814,22.9437,316.4732,-373.6268,370.2460,-332.7175,-420.3921,-398.9499,-4.9703,-193.8187,-166.9940,88.1343,-101.6880,-33.9313,-107.1978,-340.9505,-232.9653,89.8355,-365.4601,372.7028,312.9529,495.9468,-126.2959,121.7386,476.4656,-46.6895,52.1574,233.9527,419.1156,-90.3424,-336.9098,-250.0538,341.5220,76.1712,-341.6308,-491.1060,-132.2879,127.1327,-134.0607,-436.7813,-1.9554,-487.3292,-11.0924,-18.5499,-215.7902,-296.9376,194.5519,446.8915,34.8777,-112.3619,-320.2514,413.7232,-436.9258,77.1872,-323.7719,75.6894,367.2237,-345.4930,448.5793,295.6506,60.7957,-444.6668,-7.2015,437.5397,-494.4179,238.5552,-378.1256,-381.7725,-287.8568,-416.2077,-483.7204,108.9438,-116.3402,-8.7618,-292.0337,58.0134,319.1096,-226.8474,-400.0473,-114.6911,-453.0399,139.4788,-356.0381,219.0239,442.9633,54.3837,-395.7874,-311.4538,288.2192,-373.9172,145.0578,-384.9183,-32.0455,-414.6654,-350.9268,-126.0837,413.8507,268.2308,18.4145,471.6080,-413.7746,-249.6809,21.5437,-261.0719,265.2553,60.1746,491.4570,-489.3948,424.3935,118.8587,443.5454
-480.3246,468.7675,-322.0360,-266.6300,420.6325,-356.2886,34.0489,-487.7403,371.1480,318.1734,339.4558,260.7476,-386.4606,492.5947,329.4050,-322.3003,81.9088,-479.0972,-264.3278,-375.0578,204.2091,-216.5443,490.2273,-7.6573,-194.6707,476.0086,-120.1304,371.0744,-429.8980,-470.6411,480.9162,40.1449,-86.6753,436.4335,285.8955,-449.3814,-51.8489,472.1673,10.1017,-328.1714,-421.3193,-78.6507,422.3940,-349.4108,-190.8755,-484.9386,-21.2641,356.6085,46.6285,410.6550,151.8027,251.4832,282.9662,42.4936,-355.1151,294.8283,-228.8529,-97.8406,-396.0891,476.9389,115.7401,-174.7721,-100.0484,-205.1286,359.9450,-281.4734,326.8752,-369.8469,341.3836,65.4107,-7.0883,-9.2334,-22.7702,397.3469,42.1298,-489.6443,-224.3114,-299.7659,-139.6152,166.8620,437.9572,147.6383,212.3789,-324.3690,205.3788,457.3115,309.8636,249.5881,450.1799,440.9870,258.3028,214.9715,260.9403,-147.8933,302.0047,478.7010,115.8256,465.5671,291.8551,-408.9394,355.3952,132.5880,331.3590,485.9918,-389.7136,-97.1721,458.9785,464.8134,468.7156,56.8416,-354.0667,-53.8518,-367.5513,-133.1539,131.1427,194.6333,444.7081,-363.7157,-29.9493,-125.1386,310.9265,313.6118,399.7058,-401.3517,-402.8149,-225.9884,-214.2337,374.0219,-231.9551,454.4807,53.9023,-371.3617,282.3780,-384.1835,445.6314,-291.9260,180.2008,71.6112,227.0822,-373.1090,-163.0684
-438.2800,279.4062,-131.7465,430.3692,469.3065,-162.5103,-413.1935,-92.6455,-477.8001,-342.8416,-481.2341,-86.4937,-192.1088,-269.5585,-406.3839,-310.7242,263.4335,134.1393,122.7502,-57.2851,440.0437,-376.9328,-31.0070,355.7128,236.1932,-28.8157,-70.7228,-273.5478,-284.8637,-487.4921,-61.7676,490.9720,-469.3352,-132.6027,99.2490,-49.0200,127.2190,257.0679,-28.4968,-241.5713,-260.3882,312.0364,-424.7254,222.2532,332.2806,372.0891,-283.6906,400.9731,451.7093,-233.0422,-145.3274,431.0940,66.7978,5.2104,498.8090,-487.5392,257.3852,285.7381,-56.4081,-67.1048,19.6230,-257.3205,-165.8653,-230.9244,20.9891,399.6573,-44.7197,-451.6524,-401.2029,491.2637,99.9649,-79.2281,-234.0855,3.5439,-314.9400,173.8682,-154.8353,234.3322,221.2132,-263.6573,-264.7315,-42.4101,-191.9297,-305.5447,-182.6476,202.0033,-491.0429,-30.0124,-85.8267,-428.3298,-171.1504,183.8430,485.4029,344.8982,-390.8423,-468.3308,-250.1721,138.7861,-413.8223,110.5475,-268.9610,-271.7123,-9.9006,290.7585,-7.0229,215.1284,429.7166,-281.0807,-257.6723,260.8184,-17.8541,-87.8770,393.3410,-313.2953,-45.5075,24.9929,-405.2859,-495.2460,272.3802,-132.7219,-175.5315,-265.4009,357.7585,-278.1696,479.7996,-111.7935,-412.2891,-173.0634,179.1171,60.5538,-208.7045,489.4561,-442.8413,415.0638,183.4318,412.0844,189.4480,241.5534,240.5884,89.2688,272.8871
9.0468,455.5806,-335.4439,-392.3402,-374.0089,-236.9087,-220.4017,203.1288,-464.1217,-198.3655,-211.5150,378.8298,-488.0334,261.6696,-493.7569,-133.1813,5.5055,41.6777,-448.3804,-275.9271,-6.0641,-399.1762,165.6521,-50.7823,428.6873,471.8975,-41.1072,-183.9500,-105.7410,-183.1895,-43.0302,-65.4747,414.0038,-363.3717,-495.6986,-461.2036,-91.5788,222.5429,-92.2830,-386.8659,14.2416,-139.9120,375.0119,-61.6948,-280.5313,-473.0508,-111.5533,232.4507,-466.1850,-399.1376,-72.2426,426.7761,354.9106,-141.3331,-301.1374,-342.6905,498.9753,-367.6861,456.3840,424.4811,-437.9417,-296.0963,-177.3282,-427.1116,-325.8634,29.1192,-37.4541,367.7578,-284.0651,261.9112,423.4747,-468.7001,142.0371,-487.4086,-354.2937,278.6531,166.9708,-443.2514,-322.4248,-91.5546,-248.7989,76.7844,78.5155,-49.6849,-266.3435,138.5876,-116.7270,259.5998,255.4543,144.4604,-260.0847,177.5347,-322.0921,429.2855,-276.1369,-90.1581,299.8161,318.2725,353.3495,463.1887,53.5821,344.8123,121.8313,-255.9842,-213.8451,-58.8852,-35.1036,69.8175,-181.8768,409.6408,173.1979,442.6471,-496.3587,-479.5420,488.0485,-459.4770,-70.5423,161.2736,421.3985,-322.7277,-176.4614,-373.1068,186.5475,189.0165,493.2776,-230.6735,276.5535,-497.7178,-309.2597,199.0121,238.5696,277.1586,390.4013,294.4171,-265.3040,-299.0777,349.3542,-184.8746,443.9116,33.1945,-253.7402
-364.4165,487.8370,206.6691,-48.2610,-465.3586,61.6219,-91.0401,-115.0250,-0.0249,1.5118,-314.5576,129.8424,-420.6800,-119.9198,398.4189,291.2673,-298.4965,-261.4449,-345.7624,-81.6880,-15.9390,180.5569,-373.1474,20.0852,332.2653,-385.2723,-178.6049,-186.2506,-84.6883,-408.0877,-120.6548,303.7449,375.2647,-370.4625,-273.7210,-409.3028,-182.5752,219.6604,-143.0674,-361.3532,-389.0238,-191.1844,-86.9852,-74.7339,-418.2748,284.2447,324.6777,-461.9734,361.2637,173.6910,-461.4809,-318.8691,-402.2209,-433.3595,115.1556,337.4338,-35.9044,-291.3415,-301.0333,186.8621,-177.0634,5.3136,-228.0155,-482.5667,-181.6642,216.8547,186.3521,-158.0083,258.5461,290.4359,-354.4086,-213.8311,150.3208,232.2273,115.7026,-82.6165,459.8315,242.7071,107.4514,-336.1265,-203.0876,-355.5230,440.8893,-397.5432,151.3645,64.2316,77.6059,-86.9616,84.9296,-406.3313,-271.0703,247.2146,476.5166,-39.0500,-462.4435,411.1219,338.3918,90.7799,213.0978,-27.9864,404.6760,-417.9720,-167.0046,130.7462,-269.6375,406.1308,481.5743,99.5067,-394.6394,-14.3948,-228.5074,428.1546,213.6071,279.6971,-109.0516,-328.2197,164.7155,-207.1581,84.7786,-59.5794,-128.1489,379.4429,-491.3411,39.6153,-486.9704,-295.0345,410.4856,358.2583,-196.4939,-269.5011,38.5846,109.2947,-15.2994,-181.7910,244.2179,-202.8253,-241.5099,168.2937,-333.4201,-245.5402,178.6052
