307.9778,325.8217,411.3876,-144.6639,494.7633,-291.2754,125.8232,-335.2346,243.3209,204.1155,-26.6128,19.7980,225.2084,368.8195,192.9157,-383.9561,479.9655,36.8186,-230.3367,-24.3112,-174.0315,481.2191,109.0431,-350.2465,268.0850,206.9030,80.8247,-469.5827,372.8928,255.3837,387.3540,-283.6056,-188.7231,-212.1677,163.2080,-110.2932,276.7683,-278.5793,-12.4094,282.7562,-218.1926,-306.2361,-495.4465,-95.7379,496.6750,487.8375,397.7808,-296.8590,377.7285,8.9181,-478.9385,182.1915,96.5264,-215.1951,-162.9842,-248.8322,4.7689,196.3565,367.7176,33.0343,-490.6806,150.4795,-6.7167,-20.8536,-145.2844,-140.0387,228.3389,399.8416,-487.2056,472.9442,-62.2794,-290.2959,-431.2740,-24.8136,-114.8545,-309.4546,200.0011,-165.3541,-217.8304,-69.3919,-235.0077,173.4588,108.9262,33.1315,-383.4921,187.3441,-49.6293,-246.6497,-4.0009,231.1024,-133.8992,-394.8075,-184.1654,104.9811,-347.5074,257.6150,232.0453,214.8580,-459.9953,-190.0542,334.5409,-97.7576,-497.1833,18.4029,-120.3734,-262.7206,433.5343,329.8173,109.2932,187.2391,-292.1347,-483.0989,-265.0136,5.2610,-363.1812,264.4432,-267.1530,113.7694,484.5454,204.1001,-174.7789,34.1285,364.3825,-71.8619,421.7727,-45.5194,-201.7479,-390.2491,-129.7821,-52.7606,-288.0408,84.2717,-290.1732,-213.1130,451.5620,137.5484,10.1481,269.9881,-470.9032,-452.9571,118.7545,67.1472,163.7473,152.7831,-313.6818,-11.1049,198.4875,-461.5965,-172.8607,3.8194,-251.6691,-283.1533,-406.3893,-227.1339,-214.3037,-164.5648,-97.4862,-224.7166,-240.8828,474.4657,277.0921,-488.9187
288.6704,-299.2391,-14.4091,-6.3179,-237.7944,180.5615,-154.7306,-229.7234,420.7614,334.6572,-75.4935,461.2640,-280.8372,223.8544,3.8858,-76.0892,404.5445,349.3512,379.8886,-136.0202,-358.7215,252.5116,-11.6218,-227.2277,-229.3217,-133.4434,449.6819,156.1805,-185.7327,80.9491,318.7231,-219.3461,254.4621,239.5083,-264.7164,-203.2169,-496.9605,378.2012,-492.4008,-241.2324,-293.7761,-297.6109,-286.6925,-100.7878,285.7186,258.2403,-254.6401,-476.9949,-53.0053,-127.3012,-252.8562,-178.3138,-393.8075,122.6898,47.4119,225.7420,50.2396,86.8201,-82.1269,175.3526,173.4331,101.6810,60.7809,270.3439,-290.6121,382.0557,-7.9804,-124.6559,-360.0822,-492.4555,257.3771,-161.3856,239.3327,217.8875,-284.0921,42.6678,-411.6002,86.6385,-266.4290,112.8601,90.7191,-400.8491,495.1606,357.3015,-171.0072,489.2516,184.3050,-458.1922,437.4761,422.7947,152.3380,-301.1422,156.9587,359.3074,123.9281,-168.2094,335.7847,456.7896,247.2756,-110.4255,190.2946,268.7751,-28.9034,159.7258,253.8925,-71.8155,254.3380,-405.1437,65.2772,213.7704,140.6885,-256.9534,16.9738,-98.6511,-197.7525,133.6464,-138.4286,420.6307,53.4010,149.2865,456.6503,-247.8058,-264.2329,300.9240,270.6027,-245.4205,337.7289,-400.6811,146.7834,334.9468,172.1996,65.9467,-443.4559,271.3559,-111.7177,-498.7379,14.4394,-290.1173,-403.9512,-383.2403,216.9062,-329.0484,-372.7988,192.8279,-474.6606,211.5741,446.5707,447.5532,104.6587,-87.1765,-458.0551,90.7344,-359.0298,-176.7484,148.8527,-464.3102,-293.7330,-4.2005,321.1382,293.5057,386.4339,152.0201
331.8781,443.1233,276.0979,-362.1523,46.9605,497.2388,152.8496,457.3019,-71.6043,-264.8857,420.7859,-206.8372,-114.6646,41.7617,407.6027,117.4930,131.7452,335.8337,-486.5146,376.7683,-292.6823,402.1880,-78.6692,-473.3728,268.9779,201.5164,-204.3558,153.0104,413.8073,-252.9123,176.6157,-112.2180,-424.3468,-281.3591,235.7758,-17.9314,195.9661,-405.0956,399.4809,-314.2379,301.7618,103.1698,463.6584,483.5215,147.8228,-1.8697,-416.0048,15.5171,-122.0099,309.0233,-188.3485,69.5965,-400.4190,-320.8962,-493.0954,-204.2282,-225.9965,212.7357,-396.0906,130.8448,-270.5989,-322.3807,-102.6480,-483.7611,348.0585,460.6977,160.9904,-391.2517,-205.8638,255.7806,474.9942,200.3427,187.2734,-464.9302,-310.2441,98.4980,-129.4276,458.4935,181.2210,-398.6489,-375.2376,-167.3662,-118.8303,-246.3813,80.9554,-53.7360,-215.4655,46.4995,496.0005,-279.5481,-420.8172,-1.6613,158.9934,478.7144,-331.0609,-195.6223,-413.0707,309.9565,-498.1397,-107.1716,-403.1404,316.3518,97.3794,270.7920,-460.6418,-100.4209,364.2498,-318.8107,216.0822,126.8493,-467.1941,158.0648,243.2588,248.1917,-405.9391,-278.5368,469.8367,7.4789,-320.8827,53.6375,431.2262,-220.3065,19.0320,108.4908,-342.3397,44.5645,101.7838,-279.9065,250.4320,164.6573,-49.9685,459.7362,-81.2792,124.7229,-233.1336,76.2700,256.9466,-9.7144,-358.8352,13.5296,-204.3848,265.6660,-477.2259,435.2154,-232.7065,-412.0231,394.3514,-492.6816,-369.9194,189.8381,396.3028,-158.9177,165.0582,-335.3258,-82.1426,-93.8499,-351.7129,-212.8173,211.1070,-493.4813,123.5729,-339.4353
100.7953,343.2231,-346.7820,-215.7192,318.1296,-1.1957,311.5921,480.6871,216.3462,-479.3902,-190.6012,49.3665,353.3419,87.1124,-231.4307,-372.9534,234.3384,-96.8378,214.8843,-133.4380,-193.9513,-128.7294,-293.3234,-458.8645,412.8018,27.8002,-58.9476,-26.1057,-227.8621,-441.8070,254.3436,10.9758,193.6188,488.7309,-234.0756,-11.1647,25.8468,-299.4751,13.4344,444.6855,124.9295,-96.7036,-98.6559,-89.0912,-292.1416,-471.6877,-332.0489,384.5819,218.1291,-369.3779,-162.2937,310.7903,7.7985,-31.9054,465.0596,-148.3506,331.7027,-136.2646,493.0468,154.0066,-263.8428,-311.6941,42.2756,-48.7322,-395.2822,443.5986,462.9188,29.5950,-154.3135,-301.0152,-358.5593,478.2456,288.4620,183.2516,-252.4641,34.1487,476.3558,84.4767,258.3461,-165.0034,229.8845,194.1306,-44.4542,-169.9952,268.4987,499.8013,-247.7146,-43.3229,59.4578,-489.6391,233.5256,-284.1541,219.7581,-12.0669,-61.0902,-278.1038,35.3771,432.2596,-175.3159,208.8186,-128.7980,-333.3172,-444.1255,-332.7576,14.7986,45.6459,78.5389,-310.9235,-112.6539,243.0175,-289.1590,319.7400,-277.8542,358.6969,-443.6846,-42.8280,-380.9030,301.6216,-472.7066,-464.5309,82.4981,201.4640,-418.2817,453.6346,-202.1375,-92.4470,-194.7394,-202.8297,-191.1008,53.1773,-57.8259,-248.6256,-485.6918,60.8319,467.9941,-205.2279,294.5099,-403.1966,-190.0155,4.6290,308.8035,-123.9025,403.4115,-343.1510,160.9270,-44.9862,424.1754,-218.1965,-457.3920,226.0578,296.6291,475.0682,-168.0714,29.9222,-196.1563,200.9344,239.0049,460.4606,-446.3485,129.1890,-267.7622,106.8890
441.6062,270.3180,445.2662,-449.1197,175.6569,-462.2467,-94.7887,-110.4668,-223.9533,400.0959,-488.6533,64.9940,-411.9692,470.0486,-246.8016,-378.3920,333.1397,-307.4607,-282.7704,-376.7374,108.1690,32.3846,-177.9990,-406.0598,-23.8353,-368.0537,387.0806,427.2704,-300.3508,-144.2924,-313.6193,-373.9779,-342.1758,268.4861,131.7323,29.1795,247.2028,-368.9665,-308.8817,-277.5106,461.2722,22.1035,289.2101,-59.2372,-478.5530,-315.5381,-225.1617,430.6312,-304.7925,253.0732,448.4563,152.3595,365.4304,152.9094,-393.7736,191.7518,-191.0942,234.3242,-39.1820,338.0498,149.1431,-118.8549,311.5307,471.2855,-235.2314,-497.5495,97.6709,-374.3571,492.7429,15.3329,-245.7449,479.5269,90.8289,395.2242,56.1220,-367.5792,377.5014,390.3387,456.0066,-273.4783,366.4659,-52.7419,68.6713,365.1326,-461.9998,375.4500,314.2857,51.8944,-135.1193,249.6235,-332.5428,-484.5111,373.6169,277.5877,-484.8700,-474.7214,315.5786,373.0667,446.6345,-259.2816,8.1929,157.3919,247.4577,-235.7640,136.0747,-24.0727,-20.6047,230.1552,211.8098,408.4649,368.7827,432.9511,-119.4004,-255.8858,-5.6235,-201.0111,-193.5716,392.9512,-152.7078,363.6530,348.5116,-126.6850,255.8189,182.1707,-245.8785,300.5718,42.5346,322.4632,55.6303,-307.2302,-99.6194,-350.6592,-213.8211,304.3845,180.7309,-173.4417,-466.0239,-257.0949,-150.0123,0.9233,495.0776,-85.3788,-351.7059,-329.1452,-60.4036,180.6005,401.7467,395.3881,40.0548,-115.7256,-473.1528,-398.0408,490.8125,21.4124,-286.3779,-270.0623,421.0631,36.5982,-324.9751,-387.7254,-199.4921,-197.5462
-429.8639,19.1971,458.9937,142.7407,440.0901,-281.0766,225.2173,34.2657,196.4464,-39.5411,143.3764,426.2895,-298.3528,-462.0206,129.2772,-292.5631,182.2589,3.0570,86.9834,20.3288,-243.6899,-308.8866,-224.2430,161.5428,280.3955,-60.1087,187.5468,-276.5206,363.5540,-35.0183,-385.3913,310.8311,-417.8745,-4.0063,-482.5732,-85.5188,-256.4136,-277.7366,-374.0603,-424.7498,-149.0759,-444.8671,185.5970,-172.9445,-390.1640,249.5382,-18.5066,-235.5801,462.6659,435.3625,310.9480,74.3649,97.6996,226.6184,-160.3547,-362.8893,-275.8535,-319.8030,306.3336,-498.7236,29.8740,-65.6288,436.2806,80.2771,-228.8746,-68.2428,-70.1389,431.0418,-375.8250,-442.9690,324.0748,-346.2088,103.0369,106.5273,-471.0935,395.4454,32.0360,150.4375,337.4802,18.4132,-374.8394,-144.4302,159.6855,468.2835,189.7741,-198.6817,-210.1690,-457.2186,235.7331,-153.2544,373.1880,84.4882,-355.7327,-484.7809,59.5397,100.7316,339.9479,-379.7714,388.6974,-448.7840,-192.8372,-209.8119,30.2733,-364.9440,-437.4424,-278.1348,-215.4805,-76.2022,-237.2010,112.1622,247.7164,-436.3302,113.2722,406.1117,370.5685,-117.1722,48.2040,-289.9037,148.7407,215.4465,459.9776,249.3753,239.0344,-138.3281,-276.0506,405.9358,350.9281,-231.0920,413.6546,-348.1806,-244.4756,-116.2773,492.5848,-434.8398,70.8100,455.4611,-14.6735,-5.8788,448.4259,-330.5899,413.3470,44.2099,-338.5252,111.8463,-86.6157,366.3909,2.5722,-162.7795,-242.4379,395.0050,469.4564,-282.8684,-323.9752,12.1489,-14.8578,-441.0729,119.2708,454.5658,357.0942,-343.0743,35.9666,-258.0775
444.3595,-110.8621,495.8898,50.0548,216.6868,209.2575,-308.4437,4.8414,400.5431,7.4304,-117.2031,462.3298,-110.6409,-249.4251,20.3423,-52.3515,-81.3953,-189.8195,-451.9849,495.3846,-401.1360,-254.4255,-46.0780,226.0395,-258.6379,-261.4493,-186.8636,-2.1139,-232.4460,273.6229,104.8455,307.8307,-474.9348,-122.5903,414.5372,-449.0737,444.6538,-321.7753,-62.6696,125.3253,95.1445,-385.1442,109.1022,157.4836,-491.8651,-131.7364,120.5900,124.5384,130.1224,164.5938,-181.6850,-101.3155,207.3017,183.2859,-161.2448,-315.4531,346.6511,327.7749,-238.6206,217.4368,156.4762,-478.8700,-287.1630,-175.4455,189.7963,-295.9141,99.7189,65.3831,335.3308,165.5230,-69.3449,226.2708,-234.1434,-224.4675,-359.1085,-356.4352,-286.1143,-210.4349,205.1305,-56.0855,60.6975,408.4746,472.6155,-209.4458,-304.2523,-392.5645,-253.4282,-442.1053,367.5942,-363.4211,-492.2193,161.4219,288.9756,-388.8887,427.6414,391.1357,14.7203,-49.7824,-351.2074,-229.6888,-427.8520,-56.8274,256.7512,464.0131,96.5969,201.5050,242.6503,49.3667,337.8898,233.8128,-395.7699,87.1815,37.3480,-100.9060,434.1133,217.2951,-320.3304,490.9831,209.3499,275.8706,312.5387,-190.0267,256.7605,97.1401,439.5184,-385.0734,-69.7034,-388.2334,-60.0433,-116.7588,-159.8496,-246.4519,-323.9219,-232.5420,486.0404,31.5138,-138.6586,150.4420,-369.3339,-177.8375,-149.1990,-469.9207,-497.7126,-364.2193,13.8648,262.4254,-289.1984,-53.7831,205.1484,-88.2500,120.3115,392.6148,460.8077,-287.7481,202.5141,-119.7635,-124.3615,127.9717,484.6820,479.5171,-451.8233,-419.6539
-435.6849,-199.2376,167.3634,34.4038,395.0214,-40.3656,-409.6579,-39.4545,196.0576,-49.1079,-224.2322,315.2478,202.0224,-293.5095,-225.7253,38.2517,-272.3160,417.7383,95.7842,85.5359,-282.5589,212.3946,155.4028,336.8522,430.8343,364.6553,-472.8972,-291.2567,466.8689,444.4736,-82.4123,50.3560,391.5963,-353.2278,220.8647,-343.3236,209.4989,303.5570,68.1652,494.4286,23.8127,-181.7467,352.1658,427.9093,201.6931,395.7421,245.7695,-167.2998,-469.3223,-35.1496,444.4870,-300.7550,288.2207,493.5979,-55.6438,-412.7421,274.3890,161.9083,-246.4163,230.6276,287.2950,85.6061,-297.1139,-106.7666,494.2125,-41.0588,499.3350,-44.6922,335.9675,60.8913,92.1948,-40.5021,347.4226,-413.1340,242.6332,31.8222,343.9568,-23.6042,366.4712,427.4643,-261.0304,289.4930,268.4614,173.3168,-399.3602,193.9419,75.7229,494.4445,362.8592,-373.0524,-370.1642,434.9732,-230.7146,-485.2725,197.4287,-165.4083,-292.1734,-471.2217,-91.6621,460.2771,29.9479,-114.6137,452.7638,341.5212,272.6212,65.0199,8.0385,203.8610,-242.7364,-230.9298,-320.7076,51.3364,-403.1295,245.3094,322.9158,222.8692,-19.6616,357.9407,203.1571,-279.5447,420.2936,162.5767,4.3926,129.1999,-86.5914,-161.4514,42.8364,290.1166,81.8725,176.0217,468.4620,68.0581,361.7516,470.6493,154.2068,-322.0044,-76.3871,399.5438,-327.9910,249.0014,11.6602,367.1089,-143.8903,-49.2401,325.1216,-116.1978,111.9141,481.2402,-378.2467,-280.1640,-112.8595,-138.8965,37.1515,317.9506,78.1529,-410.0288,243.1644,375.0802,-498.5302,-247.9752,433.8114,55.2669
-191.2944,166.0616,-381.1616,70.6091,19.9642,-446.2998,35.3880,234.1047,-418.4980,277.3556,483.9804,313.5969,-207.0560,291.8095,-444.9022,221.0801,-280.2259,394.9218,-29.7881,134.3636,184.8570,-257.9224,-266.3195,20.0112,-156.6911,416.8233,196.3780,-499.5183,-382.1654,228.5137,-357.5431,-150.9268,240.0865,15.5941,-95.6423,319.2554,-323.8446,463.7254,-94.8996,-111.5317,-386.0464,-96.6915,-58.5314,303.1353,-127.0212,354.0823,-499.8161,99.7058,-359.4282,-220.2579,100.1561,-241.5695,314.1585,497.6070,-267.6876,259.7384,364.1813,273.8609,-373.9399,-139.4902,-421.9610,23.4637,-404.1641,363.6822,438.3362,-339.6654,-146.6104,-143.7552,13.2425,205.3754,-114.5461,-431.7135,31.8698,478.4429,-123.4006,452.0575,-487.1136,482.7963,-115.0856,-121.8916,-190.9864,225.5424,-105.8036,74.1028,-301.0806,414.9815,-472.4513,1.2322,498.6830,108.5601,-31.5738,271.9995,385.9878,295.8796,-434.0794,41.2507,360.6838,-134.1273,118.9626,-244.5700,477.7017,51.9426,-252.8263,190.1827,206.9458,-311.8509,-374.7451,199.0200,436.5941,-460.3708,150.5269,27.7821,44.2218,216.6949,298.7536,139.3347,-161.3266,-114.3697,-491.2339,-204.7240,252.6583,263.2094,-297.9230,-66.5263,133.0518,416.7218,-56.9725,126.0017,457.4627,-284.6564,5.6509,87.9105,457.4226,260.1045,-10.6753,421.6281,406.2030,148.7446,358.9592,472.6481,312.2046,-265.0482,-226.0205,362.5632,33.1668,440.7073,-188.3625,-444.2119,93.0551,-194.0637,-439.9325,-244.8607,-270.8630,-248.6186,-220.8923,-172.4079,-452.9044,113.1192,-75.6154,315.2024,-449.0624,415.0660
28.2809,-482.4331,-9.5422,362.8540,-225.3096,-466.6948,-154.2348,454.0280,476.3069,-24.6911,165.3901,188.3588,109.5655,274.4743,68.6167,-219.6622,-217.2671,5.1261,-97.3767,-262.4384,240.8896,463.5053,-47.8835,-186.8459,-440.8612,-391.7124,316.9668,-56.6205,-199.1928,-195.7503,-454.2815,477.5907,112.5190,-232.6817,137.0875,-18.9827,488.6335,-324.3060,112.2008,437.1118,292.4114,168.8812,-40.7305,106.2351,-71.7821,-246.4080,-374.5761,276.4787,-433.1454,-98.7137,-452.5762,-127.3375,225.8891,166.4432,203.5197,-372.6786,434.5837,-416.0501,-306.5488,-160.7353,29.2113,-485.7098,-274.7531,231.9562,-65.3788,297.4089,-347.8495,109.7966,-316.1826,337.8908,-2.7830,87.5224,-325.7491,-488.1406,200.6819,175.4105,-226.0534,490.2398,107.9329,-264.9587,-166.6415,471.6443,332.7296,243.6372,27.9461,48.9586,-462.1945,-111.6435,-413.8425,258.2428,-311.4049,-69.2454,235.0988,-419.7300,-13.4569,301.3774,-297.6839,447.4227,-398.9242,427.6923,-268.4446,293.6856,-416.3979,-137.0451,379.2736,-493.3218,-354.7906,-202.0959,-352.9966,138.6497,0.4891,205.2940,-121.7280,-404.7413,123.0879,483.8314,-321.0540,-353.5576,479.5744,56.9992,17.8296,112.5953,214.7242,-62.7413,427.5147,-228.3366,-47.5906,-394.9450,-199.0308,-178.2450,-188.0326,458.7444,272.9781,31.5651,40.7111,106.8046,-305.6161,394.3490,197.4196,220.3438,-271.3256,213.9610,115.0661,395.6726,-397.0039,-51.1737,61.7010,25.5329,399.3851,213.0740,-1.4159,-255.5963,408.5754,-388.5690,-241.9302,-114.2488,-358.4480,116.3488,-79.1724,-47.2637,114.3723,-5.7949
