-414.3508,-263.1895,301.2745,82.1620,-405.8714,-66.8731,-20.9487,-340.2611,234.5772,-386.3280,-108.7718,16.7402,-69.3720,86.7986,237.8378,456.2673,-215.7988,148.5472,196.2160,-207.2793,-498.5099,473.4603,-201.5988,-186.0140,391.7111,85.1629,-28.6903,273.2770,-469.6540,206.9651,-125.7562,-409.1473,160.5001,431.4639,-292.8088,130.0902,-201.8369,241.7567,222.1648,-281.2846,329.8869,157.6522,182.7989,320.0758,-71.4271,258.7055,378.4802,-397.6801,349.7683,-106.0727,-20.3161,-353.6654,198.4263,-208.0214,371.1391,-224.6256,61.8097,-100.3438,112.9095,-303.3608,-319.7125,246.8604,252.2234,66.9779,421.0797,-294.2250,350.9011,-331.0127,464.3577,123.6927,106.8838,470.5588,287.0327,289.9175,-445.9062,-130.7137,-415.1052,-306.4724,-286.1330,358.6419,-373.2450,-203.2422,-7.1530,349.4604,465.2314,208.1448,-286.3128,44.9827,205.9590,-448.1175,179.8842,-131.7182,89.7003,169.5333,169.1275,23.0498,54.7374,-301.8503,-4.8126,-374.5905
-19.2530,36.2449,274.1048,-106.3352,-480.3996,27.7499,-294.7675,241.2575,-111.3028,-119.5268,409.4546,-107.0296,-151.1484,-151.9803,-19.2344,-406.7079,46.7474,421.4275,62.9221,243.9102,447.1407,342.1154,244.0063,313.1637,320.1390,-246.2448,-18.0370,-157.2832,-238.2667,71.5516,-182.1141,118.6565,82.4165,-395.6010,-57.5823,-110.1451,206.6524,-411.8672,-331.0418,12.5975,-95.4063,165.3467,-167.1433,-302.7812,431.8454,-256.1035,-352.9357,-220.1058,-160.2756,-274.8840,36.3165,436.9338,-373.9811,-84.8354,168.1574,384.7150,499.8030,-356.3631,37.2977,381.2005,-446.9703,88.2932,-326.0887,267.8303,437.6310,38.2882,-491.0335,-435.7497,-84.2981,347.3040,-263.2331,169.1376,-94.6922,-234.8448,203.8891,-191.7432,-128.1191,265.3103,-4.8001,283.9186,16.3005,-340.0283,-56.3022,372.7651,64.9178,464.8155,-498.8516,-159.6335,269.0502,186.1510,60.9786,163.7430,376.4309,183.5514,47.2286,62.4685,166.3769,-176.0878,169.4352,115.0083
285.9108,-19.7749,-472.9914,36.9216,357.6883,140.0190,143.4725,-109.0512,-143.4285,218.9069,-422.2221,366.4393,376.2899,462.4444,-364.3224,-384.6225,394.0219,-98.8746,-229.6392,-117.7853,159.5039,-338.5064,-12.8361,160.0507,220.7722,-487.7374,310.8964,-65.8204,-64.2010,62.3609,-219.8645,386.7218,-287.8645,42.7172,-331.9583,116.1163,401.9066,382.6367,-365.3198,124.8687,392.5523,-299.7246,-85.2588,213.1552,238.1026,-48.8222,138.6186,168.9189,-146.8772,152.0736,77.4225,197.3860,11.6450,-163.5689,-65.5978,422.4613,-312.4447,-351.6972,-487.8471,352.1464,488.6482,-263.5330,-233.9020,-301.6278,100.1925,-14.8916,320.5761,-290.2957,377.9358,-36.0485,307.8668,302.0806,410.7502,-1.1865,109.6041,61.0307,-309.6973,1.5217,426.6192,408.8984,-478.4955,163.3559,-173.2284,-364.0613,-360.5602,294.9614,459.1660,20.2407,-116.4796,9.8870,329.2926,246.7435,-435.8807,-287.4698,367.7048,-6.9201,157.7278,277.5224,136.5976,233.8949
45.6422,-270.6724,-312.9057,493.5386,-489.4928,190.9122,380.6542,-268.5918,-451.4598,-100.7532,-170.0413,-38.4107,-72.5842,442.0244,-380.6740,444.0246,-454.2544,438.2384,-166.9993,227.0864,-496.9066,-52.7241,177.7629,128.3250,306.3690,-346.5765,-98.7995,113.6904,-471.2707,335.6591,-83.7623,-253.9213,-277.5375,150.9194,-452.1617,-255.5458,-196.0827,-241.5082,230.6064,92.4375,403.9636,200.9774,-205.5443,-175.7652,-376.7551,-257.4565,104.6200,230.9964,-204.1025,-155.7699,302.8931,458.4793,-415.2846,-428.7312,259.2085,-4.3152,-74.9880,133.5657,260.3921,-430.1517,461.8104,458.0670,-83.3470,-30.4365,-227.6999,87.4847,-294.8520,34.6073,404.3343,6.1824,327.0888,-320.8072,383.5176,-376.8084,-287.1384,220.2386,-198.0118,-381.0874,-413.2038,293.2985,-480.2342,-443.6567,445.5211,282.1502,-129.5651,-307.6248,367.1788,287.6454,168.5197,30.3840,25.2680,477.9387,22.2905,-415.9688,-425.2051,95.5538,232.6791,128.2421,242.8190,-205.8037
-128.8730,-234.6602,-127.4030,-233.3712,334.1383,-352.1721,-292.1100,214.0753,-102.0787,-158.7312,474.4547,393.8012,-281.0570,-344.6557,-7.6350,74.1126,-153.2729,91.4343,178.1831,314.6247,-257.8317,145.1112,-441.9039,-435.1934,-444.6456,-383.6261,281.7559,-129.1302,-7.1796,-49.1003,-292.9289,-454.2234,-318.1692,358.2904,-161.3692,-79.4636,-235.5987,241.2113,202.3658,-116.1697,6.3840,-104.1872,73.3257,93.5906,77.4484,401.5804,450.2474,-448.6012,-120.2524,-459.6523,-125.3152,303.0645,179.4937,67.3342,-413.6974,311.3689,112.4397,-197.3666,285.3318,-460.9376,-312.4553,289.1214,-454.0975,-367.8514,1.6165,210.1216,89.2581,-463.0580,-225.1991,206.2073,-151.6085,-305.7817,-497.7245,-237.2901,430.7757,-450.4586,53.1451,409.6763,200.6029,-219.0254,148.5833,-380.6044,-1.1053,-236.7829,375.6734,365.9715,261.8290,-124.4374,296.9370,479.8657,-130.5575,25.1950,-337.5630,-391.6702,220.1409,-439.7208,101.3531,-386.3858,169.0277,253.4544
440.9024,-110.0965,-110.5132,-100.3533,205.8095,287.7202,-384.2680,-175.2325,-444.7620,-265.0997,233.7378,436.8067,480.3346,-431.8459,-98.0919,372.4388,4.7833,-150.5042,282.3637,364.3286,-354.0722,17.1682,-352.7843,-319.7941,30.6510,-247.2181,305.0381,-134.6066,-318.7151,129.2454,-237.9739,-433.6077,499.1019,-315.7428,-368.6927,-19.4349,-496.0410,289.3312,-424.8172,-460.4557,466.0406,16.7396,428.7506,397.0916,233.9909,-470.3480,143.7725,-434.9505,-489.3282,344.3993,-193.1966,247.1573,29.8128,284.1175,139.7790,472.7646,-25.2311,353.1986,321.8176,86.7108,6.3422,-69.8298,146.0371,-304.1602,-60.8094,147.0794,-192.6301,-283.2843,-393.6566,304.5147,375.7291,333.9927,206.5084,104.6124,-442.0702,380.7247,-26.4687,186.5645,-378.9318,245.7528,-353.1404,458.3934,210.6468,30.6304,153.2913,-270.1901,-0.9324,-413.9070,-220.4656,-214.5234,-334.8671,-83.8984,-436.7665,-474.2195,-167.3433,491.4221,227.0562,-72.2694,-300.6154,-378.4509
-83.4918,153.3813,326.1202,-37.5384,351.8580,311.2951,349.6318,-168.0790,-33.0063,-339.7220,84.5614,-457.6315,-30.4875,-336.3922,-22.2951,-318.7214,-498.4955,-78.2439,-71.7348,41.1013,-375.3452,-1.7305,-200.3269,-418.6134,-89.7931,166.8605,-197.1726,213.4332,288.7711,-485.9832,-284.4436,-216.3549,92.3013,-13.0323,68.0683,-426.2006,-212.8889,-339.2010,245.9953,183.4806,-195.1127,376.1663,-364.3739,-482.1793,-126.6423,168.4517,446.1725,8.6451,-363.5126,97.3685,-483.1946,318.0421,-177.5732,-398.1649,-350.7076,328.6343,406.4264,-315.4531,498.0820,360.3020,-170.6224,-448.8776,-348.7645,-63.5762,-294.4847,-318.0574,-227.2815,377.6377,-463.5510,422.4581,-50.7393,237.9971,11.9345,445.3966,-318.7087,-244.7058,8.1723,7.6114,-168.9737,-194.6847,-410.8610,2.1950,330.6086,366.8178,-85.2984,479.5662,466.9719,-180.4906,-383.4541,335.7385,440.7266,149.1553,464.3899,-22.4622,23.8107,-425.9094,-130.0186,424.6128,-396.7166,-362.5144
-466.9167,-4.2840,103.4581,32.5028,378.9983,180.6092,136.9452,102.7102,5.9503,-425.3855,-402.6522,144.0923,-288.1135,-84.6098,147.3518,99.7312,-255.7047,-232.6953,-359.4204,162.5057,219.6395,-368.0635,-229.2620,-351.2876,112.1464,-203.8866,369.8287,-233.7664,144.3552,136.0365,441.8510,222.9132,433.0071,84.2951,-496.5494,-173.5965,240.5247,-157.2995,157.9551,-382.4373,146.6247,-114.8469,446.0833,-428.6675,-139.4270,267.4501,-107.7708,-37.5308,-165.6148,-402.4663,-179.8627,376.6559,267.3109,-190.2549,168.4844,294.0015,296.9631,-444.7144,-335.9034,456.2387,-220.1116,278.5616,130.3644,372.2027,-421.8232,433.9730,375.9637,-261.5634,210.9372,-493.9876,365.3635,-85.4665,240.4911,295.0517,-473.4051,382.0974,-395.0150,-345.1006,-43.6469,-246.5521,148.0271,-309.4346,122.9899,261.6323,463.6270,-100.6266,-213.9978,77.6181,151.3267,423.0253,85.6939,-61.5254,-202.3805,225.2082,137.6052,-428.3386,-200.7098,-332.8439,-4.5535,-118.8876
-341.1784,29.9082,159.3056,-158.8753,334.5392,-398.4924,-442.5445,207.3496,63.1694,251.7886,434.7377,10.9514,317.0275,147.8970,14.2146,3.2785,491.9362,-154.2641,-75.3427,-25.5182,139.7906,-439.0236,151.6962,-461.6407,-120.5108,-57.6543,65.9657,71.5751,103.5509,-475.4812,-171.4626,238.0966,-82.7870,326.3035,43.5765,69.3106,176.5477,482.9061,-496.0884,-381.3114,-411.2377,-293.6923,-479.2354,487.7153,-349.8890,-25.7702,381.8685,-25.8651,-253.1062,-207.8912,-78.1028,-192.5468,-29.2894,-86.8271,-418.6281,374.1092,469.1076,62.5107,-405.5761,408.8553,-137.2656,-118.4119,-244.6296,428.9175,192.0205,-199.0993,-130.5797,-77.1936,-119.4423,172.3444,449.4972,-456.9863,347.9205,349.2457,-280.9326,478.2060,376.0938,222.6198,-393.0618,-52.6932,257.3106,54.0296,-441.2287,263.8678,-89.6534,-279.5352,-152.3961,-396.3525,-138.8619,-484.4697,498.4261,-363.2862,-161.0030,-199.0943,-40.4497,-160.9322,387.3276,-312.8173,497.0929,-107.4564
482.7787,-165.2832,-419.4363,333.4345,-341.5517,242.8119,380.4599,-282.5143,-182.5315,64.1326,369.0799,355.2254,-13.5335,66.6047,303.3557,-344.9550,431.6982,363.7758,-266.1887,128.9343,232.2976,147.6999,-427.8030,-438.1660,-276.9834,-395.3134,-15.2802,237.3597,76.0859,405.9252,-9.5906,-50.7330,-372.6010,453.6498,172.5155,480.3821,434.7060,-414.8361,103.4232,-12.7274,254.3029,-455.3544,159.2262,110.7603,-126.7075,-374.3743,185.8762,-452.0397,-162.4263,-472.5451,-192.7114,-250.6448,119.1659,183.9718,207.9798,-89.4819,254.2565,160.4690,34.3271,279.0645,471.6566,-19.3885,461.7097,123.4037,-113.1095,-23.3978,155.2531,-184.6932,422.9781,-114.1536,124.9003,359.5497,329.5516,173.4050,214.0707,256.9354,86.9864,-67.3725,398.5070,-339.5717,-371.3295,-187.3761,-265.2789,473.6742,30.5851,384.5957,52.4321,-282.8433,374.9893,381.9433,-376.2475,266.4885,68.6673,-320.6295,-162.6345,234.0675,-313.0224,107.2522,33.0614,30.7114
