-294.1675,-372.9965,-30.1633,-155.1888,-499.9917,253.6988,-176.6960,-253.3347,-487.3046,318.9132,-306.5020,-196.1836,451.7447,-461.6432,-205.7921,144.5353,419.4788,-231.7233,197.9993,-356.3121,462.2219,54.6705,-207.1378,202.0903,-160.2743,-448.5749,-83.3403,-286.1137,29.8189,-129.9848,320.1553,-257.2778,-3.4067,-417.1290,-116.3078,253.8791,256.4009,-273.4985,317.3498,-204.7972,117.5492,-297.1733,0.8803,229.3750,-84.5205,66.0909,-135.4077,184.0911,-450.9233,143.0999,-365.3020,-436.2867,-41.7542,369.4258,345.7136,-331.7560,149.7159,281.0885,-169.7558,-448.4813,-72.6620,222.3297,-252.9461,460.9798,-369.6139,4.5148,-369.0517,345.0880,131.2554,54.3145,346.0154,404.0795,-58.8921,279.5859,-162.8411,-299.7887,211.2025,146.8420,377.5377,-294.7535,43.5739,304.0224,-147.7074,234.0895,305.0191,-308.9159,192.8250,266.7977,416.2365,380.7453,-166.1150
161.3301,181.0962,7.6019,-232.9459,107.2836,379.7345,243.8604,-102.4430,-437.0423,-433.7151,-327.1798,350.0068,232.7580,-442.6587,-301.7154,-414.0143,163.2272,-452.3839,97.9898,228.2276,-76.3705,318.2646,224.9878,422.7792,-118.0932,-146.9295,-28.8088,197.7630,50.3685,-448.9550,-211.2711,-79.9250,272.7258,70.0147,93.9149,-385.0938,258.9049,256.4707,-21.8120,475.0790,409.4281,216.1210,-351.5390,-166.6685,-22.0644,61.7915,-19.0130,20.0859,-175.8435,149.0590,172.8858,22.7321,30.7961,-319.5168,247.6268,-295.2448,-205.2390,105.1572,30.1893,-449.0864,-142.4619,271.4496,40.8624,258.0450,142.6104,326.4205,-485.0686,-54.5652,105.3570,180.3724,-11.8282,-258.2069,68.0833,-218.6391,372.6571,123.9712,177.2210,392.4333,404.6585,55.4920,369.4654,388.3965,-345.4328,-123.4606,-109.9178,-363.6822,-247.9128,-367.1916,202.4958,358.7661,477.0092
449.9327,170.6565,128.8772,114.7819,249.0368,157.8478,-470.4461,282.0199,-265.5349,-15.0022,-93.5969,-20.9451,377.8732,247.4793,-202.6496,-117.1472,10.6859,-58.8372,234.9004,485.3707,-215.3781,432.5684,-433.8082,395.6786,-44.8147,-343.5218,125.7828,0.2786,166.0590,467.1581,342.5280,7.7254,407.0045,94.0065,-160.6833,417.2971,-212.3902,119.4513,270.5287,266.5673,-22.9454,-160.0735,-389.3812,409.2080,476.2019,-438.8502,362.0273,-17.8252,-1.6520,-120.9503,215.3216,402.4503,383.6412,-462.8741,-28.1448,-283.6062,-212.8155,112.3280,152.9461,417.2354,-175.2344,-357.1650,323.9095,176.4065,-300.1408,-419.0496,316.7309,-91.5817,154.6987,464.7723,409.8913,49.0361,-374.3853,226.6878,-352.6670,-239.8149,-40.2707,-17.2189,-223.9713,22.0836,-337.0976,272.4779,-216.1572,-9.4581,-278.6413,-430.6478,314.3555,127.3347,-422.8499,-174.6208,233.0830
-190.2141,-88.9600,-285.9439,359.4261,-391.8158,-484.3180,147.1981,-75.4983,-252.0558,-165.1013,37.2503,6.6364,142.4422,402.2927,-309.2555,31.9737,469.6520,97.3880,173.5002,40.7862,436.2186,-122.8321,349.5233,162.7987,171.4593,2.0214,471.6878,343.9846,-367.2669,-132.2569,203.9483,-98.2886,361.5783,274.5808,423.3932,-169.3196,-474.4701,-295.8575,-83.4695,271.7385,97.1364,-348.5638,-398.9547,253.0368,339.4579,-203.6094,63.9551,-113.2530,224.2967,-254.5937,-257.2843,251.7494,391.0675,-276.7162,415.4128,357.7429,67.1783,234.5171,186.4965,232.5669,47.9808,-475.1719,-443.8205,-176.8487,-45.3249,423.3209,29.0403,-367.8622,-475.0106,-400.4282,-235.9443,-287.4400,490.2057,-270.3585,309.5952,-455.9676,456.4495,-122.9274,-409.1078,186.9018,-215.3480,-146.9987,-51.2510,64.0740,26.5008,323.6708,324.8096,-99.1473,-171.5705,-371.0324,326.1876
-410.9222,-407.9808,94.0276,450.1863,-38.9201,-376.6866,-166.7764,72.0966,-85.6540,-499.6119,288.6398,-359.9958,345.0235,433.3185,67.9506,-2.4404,-176.8331,-31.7792,-412.1211,125.3244,64.9762,43.4991,-464.4920,383.2986,-221.6751,25.8074,-113.1549,-274.5561,-176.0180,182.9613,495.8088,257.0331,33.2508,-227.3093,-495.0589,-153.6286,-116.2558,-94.9177,302.4742,355.4871,39.4237,177.0984,445.4859,235.2136,366.3063,-114.8395,-84.5220,-248.9494,-312.0912,-374.7585,-358.9917,-463.1905,0.2510,42.4791,-496.9328,249.8350,221.8043,-352.6641,-28.3643,-181.7258,453.3887,375.3441,192.1243,463.5213,85.9712,55.2530,385.4825,454.6437,477.7758,332.7598,-210.5589,-481.8095,167.3819,-97.2662,-242.8266,402.9187,363.5199,67.9068,-124.4599,222.7926,7.7334,366.2823,284.9842,156.6870,-246.6124,-435.0278,23.8096,-325.0417,72.3425,-349.5015,211.5885
220.5991,-326.7469,297.3307,-228.9788,75.9725,360.4491,-248.8076,-289.9679,-379.2807,-443.5117,-423.1126,-206.6477,-452.0364,143.6438,-376.9434,-306.0534,325.3224,322.4267,-248.4971,215.7815,-59.9970,-242.5016,-367.0512,-45.9574,186.1170,-294.9759,18.9005,-30.7765,-339.0600,462.0067,101.8338,292.5893,-265.3510,-49.3957,-353.2479,-191.1718,-379.8717,296.6491,-486.6694,192.7340,383.0800,398.3863,345.2156,422.7754,-178.6067,303.4695,349.7262,-488.5350,158.4324,-4.9394,-398.4966,0.4434,-61.3565,-383.4060,297.2912,356.9451,-71.9653,222.0099,308.3508,-152.8354,0.0636,198.3216,-72.1085,-384.1979,-102.5926,273.8985,-235.3908,84.8609,-397.7337,-346.1137,90.9463,174.9164,153.6142,-222.0896,-257.7321,351.7016,-245.9042,-456.2163,82.1026,111.1081,334.4113,235.3819,-304.7825,-138.9211,-71.3254,-324.2129,454.7211,34.0279,-121.0932,-50.2851,212.7890
-242.5065,-474.6246,355.9585,484.0498,-171.4584,-223.3683,-67.8516,283.0391,268.8760,-478.3933,-398.7613,239.7439,-105.6762,-312.1863,-283.6222,-136.9916,142.4036,-476.5346,276.8903,-353.8904,395.2498,-351.9860,205.3620,-12.0666,-67.7232,0.4909,-349.2542,-258.8057,473.8372,-373.9337,4.5674,286.0537,80.1209,-70.8035,-475.8922,-256.5796,135.6551,152.2999,381.3848,125.0612,-133.4493,245.0748,104.1456,-407.0710,375.9692,224.0322,-317.6275,255.1542,23.5453,248.0229,492.5789,34.5297,199.4221,101.8322,28.5700,262.4294,-199.1595,-171.1437,346.9733,-292.6349,-73.9565,18.2992,187.9856,-291.7816,400.2290,223.2434,-177.4023,262.8512,-490.4243,112.1363,110.3624,379.0083,121.9679,0.2086,490.8803,366.4517,490.6911,499.1221,418.0759,-417.8764,-42.2341,-100.1464,-482.0212,-131.8084,92.9384,445.8891,454.7056,-28.5490,-117.0551,-474.0882,19.7911
-391.7732,-474.1392,227.1460,401.8875,-472.4083,-385.5749,-491.0656,-235.8714,-188.6844,-473.7451,464.9794,92.0894,383.0424,-451.6826,-70.3808,411.9252,273.5956,-429.2263,-251.8936,268.9162,-440.0979,-404.3205,-113.0782,270.3800,-145.8884,354.4431,-252.9878,37.7543,58.0032,-298.4600,-240.3344,-150.5502,450.4257,-406.9767,411.7411,98.0708,294.2855,-280.2352,-469.6603,-283.4900,170.6060,386.5339,470.8624,156.3359,-97.8383,384.8143,-326.0607,445.8705,-450.1448,122.9829,485.7823,69.6538,207.8101,74.1677,102.8055,95.5932,-215.0239,432.6296,1.7250,445.9173,260.4471,-97.9920,424.6922,-185.7684,232.3086,-454.6567,-47.5595,261.5257,248.5140,284.5949,0.6969,277.8348,76.8355,219.9375,-418.7207,-181.5577,-454.0725,330.7745,172.5738,166.1716,-431.8148,-468.4699,17.4673,255.0236,-297.1332,220.5967,-289.4589,-461.7895,303.9773,-206.1087,-205.8587
169.4825,-498.1917,-386.3013,-274.4939,394.4116,22.8061,34.2649,-200.7457,-438.1176,264.2435,348.4007,-69.6245,-19.9540,-486.9204,-270.4621,254.6291,281.2814,28.2877,146.3807,42.2829,-183.1775,468.5823,-156.1241,344.4919,-254.9166,402.2194,143.9805,320.0774,70.2807,167.7133,22.1072,250.4192,245.1448,-209.7233,205.3875,164.3621,160.4093,-420.0963,224.7876,-488.3054,-428.4439,-433.1781,-152.8372,-177.7306,471.4298,201.5838,448.5620,-7.4766,-178.2087,85.3519,-31.5460,-454.3276,79.3674,-371.1712,-123.4717,393.2416,193.0472,-222.4378,49.9127,-162.9794,-329.1213,-185.0973,-405.7505,-105.0763,37.0938,497.8707,-35.1147,-339.3749,-207.9054,-80.1033,435.9010,210.9784,72.6299,280.9473,29.9786,216.0031,485.4974,-65.9640,308.2355,-14.7750,358.4652,431.3322,-196.1854,328.4994,246.5001,-390.4691,-316.2059,170.5705,-182.0425,-108.4630,-272.3307
-148.9717,217.4011,-227.0246,-103.0824,161.5609,-223.8278,423.1059,377.6836,471.4292,-68.0686,216.2022,-279.3292,-416.0965,154.1867,220.8247,-497.1671,-51.0174,-396.6163,-146.2086,125.2012,108.0046,417.0436,497.2017,491.4257,124.1115,268.9051,413.5059,388.9488,-464.1425,362.9409,51.0652,-225.1024,131.9878,6.9457,-55.7303,404.2598,346.0864,386.5727,131.4169,-11.7939,323.5726,-463.5943,377.4381,460.1441,-21.1741,-282.1361,129.3335,-20.3690,-132.4785,-211.5787,318.8234,471.0771,333.8191,220.5954,-438.7678,-163.8708,-208.4827,-193.2438,357.7515,295.3883,106.2399,236.6478,-156.6664,-27.9279,-233.0160,-63.3280,444.1838,-196.3201,374.8286,-237.8304,106.9035,52.1348,-18.7367,-210.3769,-174.9453,-39.0602,348.7230,215.2586,137.1846,271.7370,-301.6693,199.9435,452.4184,409.2398,-464.9391,-492.5648,-150.0370,-102.8117,-270.2293,448.4820,12.1650
